	Gene > Systematic Name	Gene > Phenotypes > Mutant Type	Gene > Phenotypes > Strain Background	Gene > Phenotypes > Experiment Type	Gene > Phenotypes > Observable	Gene > Phenotypes > Qualifier	Gene > Phenotypes > Chemical	Gene > Phenotypes > Condition	Gene > Phenotypes > Details
107536	YMR202W		S288c	systematic mutation set	resistance to chemicals	decreased	0.18 uM cycloheximide	 	
108118	YMR224C		S288c	systematic mutation set	resistance to chemicals	increased	0.18 uM cycloheximide	 	
108899	YMR263W		S288c	systematic mutation set	resistance to chemicals	decreased	0.18 uM cycloheximide	 	
109115	YMR269W		S288c	systematic mutation set	resistance to chemicals	increased	0.18 uM cycloheximide	 	
109175	YMR272C		S288c	systematic mutation set	resistance to chemicals	increased	0.18 uM cycloheximide	 	
110127	YMR307W		S288c	systematic mutation set	resistance to chemicals	increased	0.18 uM cycloheximide	 	
110915	YNL030W		S288c	systematic mutation set	resistance to chemicals	decreased	0.18 uM cycloheximide	 	
111006	YNL032W		S288c	systematic mutation set	resistance to chemicals	decreased	0.18 uM cycloheximide	 	
112525	YNL087W		S288c	systematic mutation set	resistance to chemicals	increased	0.18 uM cycloheximide	 	
112780	YNL098C		S288c	systematic mutation set	resistance to chemicals	increased	0.18 uM cycloheximide	 	
112834	YNL099C		S288c	systematic mutation set	resistance to chemicals	decreased	0.18 uM cycloheximide	 	
113669	YNL136W		S288c	systematic mutation set	resistance to chemicals	increased	0.18 uM cycloheximide	 	
113978	YNL147W		S288c	systematic mutation set	resistance to chemicals	increased	0.18 uM cycloheximide	 	
115030	YNL201C		S288c	systematic mutation set	resistance to chemicals	decreased	0.18 uM cycloheximide	 	
115139	YNL206C		S288c	systematic mutation set	resistance to chemicals	decreased	0.18 uM cycloheximide	 	
115336	YNL215W		S288c	systematic mutation set	resistance to chemicals	increased	0.18 uM cycloheximide	 	
115488	YNL224C		S288c	systematic mutation set	resistance to chemicals	decreased	0.18 uM cycloheximide	 	
116321	YNL246W		S288c	systematic mutation set	resistance to chemicals	increased	0.18 uM cycloheximide	 	
116829	YNL270C		S288c	systematic mutation set	resistance to chemicals	increased	0.18 uM cycloheximide	 	
116951	YNL273W		S288c	systematic mutation set	resistance to chemicals	increased	0.18 uM cycloheximide	 	
117643	YNL297C		S288c	systematic mutation set	resistance to chemicals	increased	0.18 uM cycloheximide	 	
117682	YNL298W		S288c	systematic mutation set	resistance to chemicals	decreased	0.18 uM cycloheximide	 	
117752	YNL299W		S288c	systematic mutation set	resistance to chemicals	decreased	0.18 uM cycloheximide	 	
117963	YNL309W		S288c	systematic mutation set	resistance to chemicals	decreased	0.18 uM cycloheximide	 	
118204	YNL322C		S288c	systematic mutation set	resistance to chemicals	decreased	0.18 uM cycloheximide	 	
118284	YNL323W		S288c	systematic mutation set	resistance to chemicals	decreased	0.18 uM cycloheximide	 	
118476	YNL329C		S288c	systematic mutation set	resistance to chemicals	increased	0.18 uM cycloheximide	 	
118861	YNR006W		S288c	systematic mutation set	resistance to chemicals	decreased	0.18 uM cycloheximide	 	
118981	YNR010W		S288c	systematic mutation set	resistance to chemicals	decreased	0.18 uM cycloheximide	 	
119783	YNR047W		S288c	systematic mutation set	resistance to chemicals	decreased	0.18 uM cycloheximide	 	
119937	YNR051C		S288c	systematic mutation set	resistance to chemicals	decreased	0.18 uM cycloheximide	 	
120454	YOL001W		S288c	systematic mutation set	resistance to chemicals	decreased	0.18 uM cycloheximide	 	
120725	YOL006C		S288c	systematic mutation set	resistance to chemicals	decreased	0.18 uM cycloheximide	 	
120978	YOL013C		S288c	systematic mutation set	resistance to chemicals	decreased	0.18 uM cycloheximide	 	
121116	YOL018C		S288c	systematic mutation set	resistance to chemicals	decreased	0.18 uM cycloheximide	 	
121595	YOL041C		S288c	systematic mutation set	resistance to chemicals	increased	0.18 uM cycloheximide	 	
121906	YOL051W		S288c	systematic mutation set	resistance to chemicals	decreased	0.18 uM cycloheximide	 	
122015	YOL054W		S288c	systematic mutation set	resistance to chemicals	decreased	0.18 uM cycloheximide	 	
122127	YOL062C		S288c	systematic mutation set	resistance to chemicals	decreased	0.18 uM cycloheximide	 	
122232	YOL067C		S288c	systematic mutation set	resistance to chemicals	increased	0.18 uM cycloheximide	 	
122677	YOL081W		S288c	systematic mutation set	resistance to chemicals	increased	0.18 uM cycloheximide	 	
124146	YOR001W		S288c	systematic mutation set	resistance to chemicals	increased	0.18 uM cycloheximide	 	
124308	YOR006C		S288c	systematic mutation set	resistance to chemicals	increased	0.18 uM cycloheximide	 	
124419	YOR008C		S288c	systematic mutation set	resistance to chemicals	increased	0.18 uM cycloheximide	 	
124532	YOR014W		S288c	systematic mutation set	resistance to chemicals	decreased	0.18 uM cycloheximide	 	
124921	YOR034C		S288c	systematic mutation set	resistance to chemicals	decreased	0.18 uM cycloheximide	 	
125024	YOR035C		S288c	systematic mutation set	resistance to chemicals	increased	0.18 uM cycloheximide	 	
125238	YOR038C		S288c	systematic mutation set	resistance to chemicals	decreased	0.18 uM cycloheximide	 	
125328	YOR039W		S288c	systematic mutation set	resistance to chemicals	increased	0.18 uM cycloheximide	 	
125377	YOR042W		S288c	systematic mutation set	resistance to chemicals	increased	0.18 uM cycloheximide	 	
125648	YOR058C		S288c	systematic mutation set	resistance to chemicals	decreased	0.18 uM cycloheximide	 	
126155	YOR070C		S288c	systematic mutation set	resistance to chemicals	decreased	0.18 uM cycloheximide	 	
126318	YOR078W		S288c	systematic mutation set	resistance to chemicals	increased	0.18 uM cycloheximide	 	
126898	YOR101W		S288c	systematic mutation set	resistance to chemicals	increased	0.18 uM cycloheximide	 	
127333	YOR123C		S288c	systematic mutation set	resistance to chemicals	increased	0.18 uM cycloheximide	 	
127464	YOR127W		S288c	systematic mutation set	resistance to chemicals	decreased	0.18 uM cycloheximide	 	
127843	YOR141C		S288c	systematic mutation set	resistance to chemicals	decreased	0.18 uM cycloheximide	 	
128399	YOR171C		S288c	systematic mutation set	resistance to chemicals	increased	0.18 uM cycloheximide	 	
128477	YOR178C		S288c	systematic mutation set	resistance to chemicals	decreased	0.18 uM cycloheximide	 	
128768	YOR191W		S288c	systematic mutation set	resistance to chemicals	decreased	0.18 uM cycloheximide	 	
129212	YOR208W		S288c	systematic mutation set	resistance to chemicals	increased	0.18 uM cycloheximide	 	
129268	YOR209C		S288c	systematic mutation set	resistance to chemicals	decreased	0.18 uM cycloheximide	 	
131167	YOR307C		S288c	systematic mutation set	resistance to chemicals	increased	0.18 uM cycloheximide	 	
131274	YOR311C		S288c	systematic mutation set	resistance to chemicals	decreased	0.18 uM cycloheximide	 	
132082	YOR339C		S288c	systematic mutation set	resistance to chemicals	decreased	0.18 uM cycloheximide	 	
132236	YOR349W		S288c	systematic mutation set	resistance to chemicals	increased	0.18 uM cycloheximide	 	
132347	YOR355W		S288c	systematic mutation set	resistance to chemicals	decreased	0.18 uM cycloheximide	 	
132433	YOR358W		S288c	systematic mutation set	resistance to chemicals	decreased	0.18 uM cycloheximide	 	
132715	YOR368W		S288c	systematic mutation set	resistance to chemicals	increased	0.18 uM cycloheximide	 	
132996	YPL001W		S288c	systematic mutation set	resistance to chemicals	decreased	0.18 uM cycloheximide	 	
133626	YPL022W		S288c	systematic mutation set	resistance to chemicals	increased	0.18 uM cycloheximide	 	
133665	YPL024W		S288c	systematic mutation set	resistance to chemicals	decreased	0.18 uM cycloheximide	 	
134388	YPL047W		S288c	systematic mutation set	resistance to chemicals	increased	0.18 uM cycloheximide	 	
134536	YPL051W		S288c	systematic mutation set	resistance to chemicals	increased	0.18 uM cycloheximide	 	
134736	YPL057C		S288c	systematic mutation set	resistance to chemicals	increased	0.18 uM cycloheximide	 	
135988	YPL100W		S288c	systematic mutation set	resistance to chemicals	increased	0.18 uM cycloheximide	 	
136753	YPL127C		S288c	systematic mutation set	resistance to chemicals	decreased	0.18 uM cycloheximide	 	
137097	YPL139C		S288c	systematic mutation set	resistance to chemicals	decreased	0.18 uM cycloheximide	 	
137154	YPL141C		S288c	systematic mutation set	resistance to chemicals	increased	0.18 uM cycloheximide	 	
137367	YPL150W		S288c	systematic mutation set	resistance to chemicals	decreased	0.18 uM cycloheximide	 	
137538	YPL157W		S288c	systematic mutation set	resistance to chemicals	increased	0.18 uM cycloheximide	 	
137668	YPL161C		S288c	systematic mutation set	resistance to chemicals	decreased	0.18 uM cycloheximide	 	
137829	YPL167C		S288c	systematic mutation set	resistance to chemicals	increased	0.18 uM cycloheximide	 	
138247	YPL180W		S288c	systematic mutation set	resistance to chemicals	decreased	0.18 uM cycloheximide	 	
138626	YPL194W		S288c	systematic mutation set	resistance to chemicals	increased	0.18 uM cycloheximide	 	
138699	YPL195W		S288c	systematic mutation set	resistance to chemicals	increased	0.18 uM cycloheximide	 	
139051	YPL213W		S288c	systematic mutation set	resistance to chemicals	decreased	0.18 uM cycloheximide	 	
139307	YPL226W		S288c	systematic mutation set	resistance to chemicals	decreased	0.18 uM cycloheximide	 	
139774	YPL248C		S288c	systematic mutation set	resistance to chemicals	increased	0.18 uM cycloheximide	 	
139851	YPL253C		S288c	systematic mutation set	resistance to chemicals	increased	0.18 uM cycloheximide	 	
139966	YPL256C		S288c	systematic mutation set	resistance to chemicals	decreased	0.18 uM cycloheximide	 	
140502	YPR005C		S288c	systematic mutation set	resistance to chemicals	increased	0.18 uM cycloheximide	 	
140641	YPR018W		S288c	systematic mutation set	resistance to chemicals	increased	0.18 uM cycloheximide	 	
140743	YPR023C		S288c	systematic mutation set	resistance to chemicals	increased	0.18 uM cycloheximide	 	
140944	YPR030W		S288c	systematic mutation set	resistance to chemicals	increased	0.18 uM cycloheximide	 	
140958	YPR031W		S288c	systematic mutation set	resistance to chemicals	increased	0.18 uM cycloheximide	 	
141559	YPR051W		S288c	systematic mutation set	resistance to chemicals	increased	0.18 uM cycloheximide	 	
141579	YPR052C		S288c	systematic mutation set	resistance to chemicals	increased	0.18 uM cycloheximide	 	
141872	YPR066W		S288c	systematic mutation set	resistance to chemicals	increased	0.18 uM cycloheximide	 	
142335	YPR091C		S288c	systematic mutation set	resistance to chemicals	decreased	0.18 uM cycloheximide	 	
143157	YPR129W		S288c	systematic mutation set	resistance to chemicals	increased	0.18 uM cycloheximide	 	
143348	YPR134W		S288c	systematic mutation set	resistance to chemicals	increased	0.18 uM cycloheximide	 	
143433	YPR135W		S288c	systematic mutation set	resistance to chemicals	decreased	0.18 uM cycloheximide	 	
143612	YPR141C		S288c	systematic mutation set	resistance to chemicals	decreased	0.18 uM cycloheximide	 	
144114	YPR164W		S288c	systematic mutation set	resistance to chemicals	increased	0.18 uM cycloheximide	 	
145298	YCR028C-A		S288c	systematic mutation set	resistance to chemicals	increased	0.18 uM cycloheximide	 	
145495	YDR363W-A		S288c	systematic mutation set	resistance to chemicals	decreased	0.18 uM cycloheximide	 	
454	YAL013W		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	strong growth defect
2312	YBL007C		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	strong growth defect
3562	YBL058W		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	strong growth defect
11375	YBR279W		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	strong growth defect
11848	YBR290W		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	strong growth defect
13811	YCR009C		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	strong growth defect
15273	YCR063W		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	strong growth defect
15731	YCR077C		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	strong growth defect
17651	YEL044W		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	strong growth defect
20985	YER111C		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	strong growth defect
25140	YHR030C		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	strong growth defect
25480	YHR041C		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	strong growth defect
25748	YHR059W		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	strong growth defect
38342	YKL212W		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	strong growth defect
41500	YFL023W		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	strong growth defect
42209	YFR010W		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	strong growth defect
43731	YDL006W		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	strong growth defect
44063	YDL020C		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	strong growth defect
44489	YDL040C		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	strong growth defect
45581	YDL074C		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	strong growth defect
50394	YDR048C		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	strong growth defect
50438	YDR049W		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	strong growth defect
50795	YDR069C		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	strong growth defect
52204	YDR120C		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	strong growth defect
52845	YDR138W		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	strong growth defect
53891	YDR176W		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	strong growth defect
54232	YDR195W		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	strong growth defect
55827	YDR264C		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	strong growth defect
56240	YDR276C		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	strong growth defect
59362	YDR388W		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	strong growth defect
60421	YDR433W		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	strong growth defect
60824	YDR448W		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	strong growth defect
63580	YGL012W		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	strong growth defect
64960	YGL058W		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	strong growth defect
69347	YGL244W		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	strong growth defect
71318	YGR078C		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	strong growth defect
74156	YGR188C		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	strong growth defect
75609	YGR252W		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	strong growth defect
78630	YJL095W		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	strong growth defect
79090	YJL115W		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	strong growth defect
79500	YJL124C		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	strong growth defect
83638	YJR074W		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	strong growth defect
86608	YLL043W		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	strong growth defect
88328	YLR056W		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	strong growth defect
89259	YLR087C		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	strong growth defect
94750	YLR322W		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	strong growth defect
95282	YLR338W		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	strong growth defect
96815	YLR386W		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	strong growth defect
101766	YML103C		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	strong growth defect
108881	YMR263W		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	strong growth defect
111565	YNL059C		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	strong growth defect
112676	YNL097C		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	strong growth defect
115987	YNL236W		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	strong growth defect
116305	YNL246W		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	strong growth defect
117068	YNL280C		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	strong growth defect
118320	YNL324W		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	strong growth defect
118358	YNL325C		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	strong growth defect
123890	YOL148C		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	strong growth defect
124949	YOR035C		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	strong growth defect
128109	YOR153W		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	strong growth defect
130614	YOR290C		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	strong growth defect
131779	YOR331C		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	strong growth defect
134596	YPL055C		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	strong growth defect
137085	YPL139C		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	strong growth defect
139028	YPL213W		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	strong growth defect
140245	YPL268W		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	strong growth defect
141998	YPR070W		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	strong growth defect
1275	YAL040C		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	moderate growth defect
4103	YBL079W		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	moderate growth defect
4551	YBL093C		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	moderate growth defect
9614	YBR194W		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	moderate growth defect
14524	YCR034W		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	moderate growth defect
17017	YEL027W		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	moderate growth defect
18024	YEL051W		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	moderate growth defect
20279	YER083C		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	moderate growth defect
20892	YER110C		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	moderate growth defect
21842	YER151C		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	moderate growth defect
23736	YHL033C		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	moderate growth defect
24304	YHR010W		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	moderate growth defect
24537	YHR013C		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	moderate growth defect
24894	YHR026W		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	moderate growth defect
25807	YHR060W		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	moderate growth defect
28169	YHR178W		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	moderate growth defect
32497	YIL154C		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	moderate growth defect
33742	YKL006W		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	moderate growth defect
33867	YKL009W		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	moderate growth defect
36321	YKL119C		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	moderate growth defect
37300	YKL160W		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	moderate growth defect
43106	YHR039C-A		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	moderate growth defect
43914	YDL013W		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	moderate growth defect
44776	YDL047W		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	moderate growth defect
45891	YDL081C		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	moderate growth defect
46504	YDL106C		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	moderate growth defect
47076	YDL130W		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	moderate growth defect
47231	YDL136W		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	moderate growth defect
48559	YDL194W		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	moderate growth defect
53532	YDR162C		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	moderate growth defect
55711	YDR257C		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	moderate growth defect
58570	YDR364C		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	moderate growth defect
59034	YDR378C		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	moderate growth defect
59578	YDR392W		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	moderate growth defect
60339	YDR432W		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	moderate growth defect
60619	YDR442W		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	moderate growth defect
61339	YDR466W		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	moderate growth defect
61590	YDR477W		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	moderate growth defect
61797	YDR484W		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	moderate growth defect
61949	YDR486C		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	moderate growth defect
63010	YDR532C		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	moderate growth defect
64092	YGL025C		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	moderate growth defect
64572	YGL043W		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	moderate growth defect
69113	YGL232W		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	moderate growth defect
69497	YGL250W		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	moderate growth defect
70669	YGR056W		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	moderate growth defect
73452	YGR164W		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	moderate growth defect
73595	YGR167W		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	moderate growth defect
77805	YJL056C		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	moderate growth defect
78170	YJL075C		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	moderate growth defect
79276	YJL120W		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	moderate growth defect
79355	YJL121C		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	moderate growth defect
80412	YJL154C		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	moderate growth defect
80989	YJL176C		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	moderate growth defect
83894	YJR083C		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	moderate growth defect
89021	YLR079W		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	moderate growth defect
91808	YLR204W		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	moderate growth defect
94660	YLR320W		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	moderate growth defect
94933	YLR330W		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	moderate growth defect
