,Molecule List Name,Precursor Name,Precursor Formula,Precursor Adduct,Precursor Charge,Product m/z,Product Charge,CCS
461,CCS Compendium-6,L-Cystine,C6H12N2O4S2,[M+Na]+,1.0,263.0131,1.0,151.5
464,CCS Compendium-8,L-Cystine,C6H12N2O4S2,[M+H]+,1.0,241.0318,1.0,149.1
465,CCS Compendium-8,L-Cystine,C6H12N2O4S2,[M+Na]+,1.0,263.0121,1.0,151.1
466,CCS Compendium-8,Adenine,C5H5N5,[M+Na]+,1.0,158.0434,1.0,137.0
468,CCS Compendium-78,Adenine,C5H5N5,[M+H]+,1.0,136.0614,1.0,125.6
470,CCS Compendium-78,Pyridoxamine,C8H12N2O2,[M+H]+,1.0,169.0968,1.0,134.4
471,CCS Compendium-78,Pyridoxamine,C8H12N2O2,[M+Na]+,1.0,191.0789,1.0,145.7
472,CCS Compendium-8,,C6H12O6,[M+Na]+,1.0,203.0524,1.0,141.6
474,CCS Compendium-8,,C12H22O11,[M+H]+,1.0,343.1231,1.0,180.3
475,CCS Compendium-8,,C12H22O11,[M+K]+,1.0,381.0783,1.0,179.8
476,CCS Compendium-8,,C12H22O11,[M+Na]+,1.0,365.106,1.0,177.1
479,CCS Compendium-8,3-Methyladenine,C6H7N5,[M+H]+,1.0,150.0769,1.0,126.5
481,CCS Compendium-8,Sucrose,C12H22O11,[M+K]+,1.0,381.0785,1.0,175.5
482,CCS Compendium-8,Sucrose,C12H22O11,[M+Na]+,1.0,365.1061,1.0,173.9
485,CCS Compendium-78,ADP,C10H15N5O10P2,[M+H]+,1.0,428.033,1.0,187.2
486,CCS Compendium-78,ADP,C10H15N5O10P2,[M+Na]+,1.0,450.0142,1.0,194.2
488,CCS Compendium-78,,C8H13NO6,[M+H]+,1.0,220.0798,1.0,146.2
489,CCS Compendium-78,,C8H13NO6,[M+Na]+,1.0,242.0617,1.0,146.0
492,CCS Compendium-78,Glucose 6-phosphate,C6H13O9P,[M+Na]+,1.0,283.0176,1.0,158.8
496,CCS Compendium-8,,C6H13O9P,[M+Na]+,1.0,283.0183,1.0,156.2
498,CCS Compendium-78,Glucose 1-phosphate,C6H13O9P,[M+Na]+,1.0,283.0192,1.0,159.8
500,CCS Compendium-7,7-Methylguanine,C6H7N5O,[M+H]+,1.0,166.0729,1.0,133.4
501,CCS Compendium-7,7-Methylguanine,C6H7N5O,[M+Na]+,1.0,188.0548,1.0,148.8
504,CCS Compendium-8,beta-Glycerophosphoric acid,C3H9O6P,[M+Na]+,1.0,195.0032,1.0,140.6
505,CCS Compendium-1,,C6H13NO2,[M+H]+,1.0,132.1024,1.0,127.9
509,CCS Compendium-8,D-Tryptophan,C11H12N2O2,[M+H]+,1.0,205.0964,1.0,150.6
510,CCS Compendium-8,D-Tryptophan,C11H12N2O2,[M+Na]+,1.0,227.0786,1.0,147.9
513,CCS Compendium-78,Aminoadipic acid,C6H11NO4,[M+H]+,1.0,162.0747,1.0,135.0
514,CCS Compendium-78,Aminoadipic acid,C6H11NO4,[M+Na]+,1.0,184.0568,1.0,140.1
516,CCS Compendium-48,L-Norleucine,C6H13NO2,[M+H]+,1.0,132.1024,1.0,136.4
519,CCS Compendium-8,2-Methylglutaric acid,C6H10O4,[M+Na]+,1.0,169.0466,1.0,137.2
520,CCS Compendium-8,Citramalic acid,C5H8O5,[M+Na]+,1.0,171.027,1.0,133.2
523,CCS Compendium-8,,C6H11NO2,[M+H]+,1.0,130.0865,1.0,127.4
524,CCS Compendium-8,,C6H11NO2,[M+Na]+,1.0,152.0671,1.0,139.0
525,CCS Compendium-7,,C6H13NO5,[M+H]+,1.0,180.1052,1.0,134.7
526,CCS Compendium-7,,C6H13NO5,[M+Na]+,1.0,202.0871,1.0,146.3
527,CCS Compendium-8,Kynurenic acid,C10H7NO3,[M+H]+,1.0,190.0497,1.0,136.6
528,CCS Compendium-8,Kynurenic acid,C10H7NO3,[M+Na]+,1.0,212.0312,1.0,151.2
530,CCS Compendium-8,N-Acetyl-L-alanine,C5H9NO3,[M+Na]+,1.0,154.0473,1.0,134.7
532,CCS Compendium-8,Xanthurenic acid,C10H7NO4,[M+H]+,1.0,206.0446,1.0,140.4
533,CCS Compendium-8,Xanthurenic acid,C10H7NO4,[M+Na]+,1.0,228.0265,1.0,148.0
536,CCS Compendium-0,Heptadecanoic acid,C17H34O2,[M+H]+,1.0,271.2625,1.0,189.6
540,CCS Compendium-1,Benzophenone,C13H10O,[M+H]+,1.0,183.081,1.0,138.3
541,CCS Compendium-7,,C10H16,[M+H]+,1.0,137.133,1.0,129.8
542,CCS Compendium-7,,C10H16,[M+Na]+,1.0,159.115,1.0,132.2
0,DarkChem-31661259.0,5'-Phosphoribosyl-N-formylglycinamide,C8H15N2O9P,[M+H]+,1.0,315.0588,1.0,172.6
2,AllCCS-32859911.0,5'-Phosphoribosyl-N-formylglycinamide,C8H15N2O9P,[M+H]+,1.0,315.0588,1.0,165.4
4,DeepCCS-30932474.0,5'-Phosphoribosyl-N-formylglycinamide,C8H15N2O9P,[M+H]+,1.0,315.0588,1.0,162.2
7,DeepCCS-30932474.0,5'-Phosphoribosyl-N-formylglycinamide,C8H15N2O9P,[M+Na]+,1.0,337.0407,1.0,168.3
9,AllCCS-32859911.0,5'-Phosphoribosyl-N-formylglycinamide,C8H15N2O9P,[M+H-H2O]+,1.0,297.0482,1.0,162.4
10,AllCCS-32859911.0,5'-Phosphoribosyl-N-formylglycinamide,C8H15N2O9P,[M+NH4]+,1.0,332.0853,1.0,168.2
11,AllCCS-32859911.0,5'-Phosphoribosyl-N-formylglycinamide,C8H15N2O9P,[M+Na]+,1.0,337.0407,1.0,169.0
15,DarkChem-31661259.0,Glutamine,C5H10N2O3,[M+H]+,1.0,147.0764,1.0,130.6
17,AllCCS-32859911.0,Glutamine,C5H10N2O3,[M+H]+,1.0,147.0764,1.0,134.2
19,DeepCCS-30932474.0,Glutamine,C5H10N2O3,[M+H]+,1.0,147.0764,1.0,128.9
22,DeepCCS-30932474.0,Glutamine,C5H10N2O3,[M+Na]+,1.0,169.0584,1.0,138.0
24,AllCCS-32859911.0,Glutamine,C5H10N2O3,[M+H-H2O]+,1.0,129.0659,1.0,130.2
25,AllCCS-32859911.0,Glutamine,C5H10N2O3,[M+NH4]+,1.0,164.103,1.0,137.9
26,AllCCS-32859911.0,Glutamine,C5H10N2O3,[M+Na]+,1.0,169.0584,1.0,139.0
30,DarkChem-31661259.0,Urea,CH4N2O,[M+H]+,1.0,61.0396,1.0,108.1
32,AllCCS-32859911.0,Urea,CH4N2O,[M+H]+,1.0,61.0396,1.0,108.7
34,DeepCCS-30932474.0,Urea,CH4N2O,[M+H]+,1.0,61.0396,1.0,117.3
37,DeepCCS-30932474.0,Urea,CH4N2O,[M+Na]+,1.0,83.0216,1.0,124.4
40,AllCCS-32859911.0,Urea,CH4N2O,[M+NH4]+,1.0,78.0662,1.0,112.9
41,AllCCS-32859911.0,Urea,CH4N2O,[M+Na]+,1.0,83.0216,1.0,114.1
45,DarkChem-31661259.0,Galactose 1-phosphate,C6H13O9P,[M+H]+,1.0,261.037,1.0,157.9
47,AllCCS-32859911.0,Galactose 1-phosphate,C6H13O9P,[M+H]+,1.0,261.037,1.0,156.4
49,DeepCCS-30932474.0,Galactose 1-phosphate,C6H13O9P,[M+H]+,1.0,261.037,1.0,143.2
52,DeepCCS-30932474.0,Galactose 1-phosphate,C6H13O9P,[M+Na]+,1.0,283.0189,1.0,150.3
54,AllCCS-32859911.0,Galactose 1-phosphate,C6H13O9P,[M+H-H2O]+,1.0,243.0264,1.0,152.8
55,AllCCS-32859911.0,Galactose 1-phosphate,C6H13O9P,[M+NH4]+,1.0,278.0635,1.0,159.7
56,AllCCS-32859911.0,Galactose 1-phosphate,C6H13O9P,[M+Na]+,1.0,283.0189,1.0,160.6
61,DarkChem-31661259.0,"D-myo-Inositol 1,4,5,6-tetrakisphosphate",C6H16O18P4,[M+H]+,1.0,500.936,1.0,205.4
63,DeepCCS-30932474.0,"D-myo-Inositol 1,4,5,6-tetrakisphosphate",C6H16O18P4,[M+H]+,1.0,500.936,1.0,174.1
66,DeepCCS-30932474.0,"D-myo-Inositol 1,4,5,6-tetrakisphosphate",C6H16O18P4,[M+Na]+,1.0,522.9179,1.0,179.9
67,AllCCS-32859911.0,"D-myo-Inositol 1,4,5,6-tetrakisphosphate",C6H16O18P4,[M+H]+,1.0,500.936,1.0,194.7
68,AllCCS-32859911.0,"D-myo-Inositol 1,4,5,6-tetrakisphosphate",C6H16O18P4,[M+H-H2O]+,1.0,482.9254,1.0,192.8
69,AllCCS-32859911.0,"D-myo-Inositol 1,4,5,6-tetrakisphosphate",C6H16O18P4,[M+NH4]+,1.0,517.9625,1.0,196.4
70,AllCCS-32859911.0,"D-myo-Inositol 1,4,5,6-tetrakisphosphate",C6H16O18P4,[M+Na]+,1.0,522.9179,1.0,196.9
74,DarkChem-31661259.0,Quinolinic acid,C7H5NO4,[M+H]+,1.0,168.0291,1.0,136.0
76,AllCCS-32859911.0,Quinolinic acid,C7H5NO4,[M+H]+,1.0,168.0291,1.0,134.8
78,DeepCCS-30932474.0,Quinolinic acid,C7H5NO4,[M+H]+,1.0,168.0291,1.0,132.1
81,DeepCCS-30932474.0,Quinolinic acid,C7H5NO4,[M+Na]+,1.0,190.0111,1.0,141.0
83,AllCCS-32859911.0,Quinolinic acid,C7H5NO4,[M+H-H2O]+,1.0,150.0186,1.0,130.4
84,AllCCS-32859911.0,Quinolinic acid,C7H5NO4,[M+NH4]+,1.0,185.0557,1.0,139.0
85,AllCCS-32859911.0,Quinolinic acid,C7H5NO4,[M+Na]+,1.0,190.0111,1.0,140.2
89,DarkChem-31661259.0,Trehalose,C12H22O11,[M+H]+,1.0,343.1235,1.0,174.6
91,AllCCS-32859911.0,Trehalose,C12H22O11,[M+H]+,1.0,343.1235,1.0,176.3
93,DeepCCS-30932474.0,Trehalose,C12H22O11,[M+H]+,1.0,343.1235,1.0,171.3
96,DeepCCS-30932474.0,Trehalose,C12H22O11,[M+Na]+,1.0,365.1054,1.0,177.1
98,AllCCS-32859911.0,Trehalose,C12H22O11,[M+H-H2O]+,1.0,325.1129,1.0,173.5
99,AllCCS-32859911.0,Trehalose,C12H22O11,[M+NH4]+,1.0,360.15,1.0,178.9
100,AllCCS-32859911.0,Trehalose,C12H22O11,[M+Na]+,1.0,365.1054,1.0,179.6
104,DarkChem-31661259.0,Ethanolamine,C2H7NO,[M+H]+,1.0,62.06,1.0,108.8
106,AllCCS-32859911.0,Ethanolamine,C2H7NO,[M+H]+,1.0,62.06,1.0,121.2
108,DeepCCS-30932474.0,Ethanolamine,C2H7NO,[M+H]+,1.0,62.06,1.0,118.3
111,DeepCCS-30932474.0,Ethanolamine,C2H7NO,[M+Na]+,1.0,84.042,1.0,126.2
114,AllCCS-32859911.0,Ethanolamine,C2H7NO,[M+NH4]+,1.0,79.0866,1.0,125.5
115,AllCCS-32859911.0,Ethanolamine,C2H7NO,[M+Na]+,1.0,84.042,1.0,126.7
119,DarkChem-31661259.0,"4-(2-Aminophenyl)-2,4-dioxobutanoic acid",C10H9NO4,[M+H]+,1.0,208.0604,1.0,146.8
121,AllCCS-32859911.0,"4-(2-Aminophenyl)-2,4-dioxobutanoic acid",C10H9NO4,[M+H]+,1.0,208.0604,1.0,144.9
123,DeepCCS-30932474.0,"4-(2-Aminophenyl)-2,4-dioxobutanoic acid",C10H9NO4,[M+H]+,1.0,208.0604,1.0,144.6
126,DeepCCS-30932474.0,"4-(2-Aminophenyl)-2,4-dioxobutanoic acid",C10H9NO4,[M+Na]+,1.0,230.0424,1.0,152.6
128,AllCCS-32859911.0,"4-(2-Aminophenyl)-2,4-dioxobutanoic acid",C10H9NO4,[M+H-H2O]+,1.0,190.0499,1.0,140.8
129,AllCCS-32859911.0,"4-(2-Aminophenyl)-2,4-dioxobutanoic acid",C10H9NO4,[M+NH4]+,1.0,225.087,1.0,148.6
130,AllCCS-32859911.0,"4-(2-Aminophenyl)-2,4-dioxobutanoic acid",C10H9NO4,[M+Na]+,1.0,230.0424,1.0,149.7
134,DarkChem-31661259.0,"D-Fructose 2,6-bisphosphate",C6H14O12P2,[M+H]+,1.0,341.0033,1.0,172.9
136,AllCCS-32859911.0,"D-Fructose 2,6-bisphosphate",C6H14O12P2,[M+H]+,1.0,341.0033,1.0,170.0
138,DeepCCS-30932474.0,"D-Fructose 2,6-bisphosphate",C6H14O12P2,[M+H]+,1.0,341.0033,1.0,148.5
141,DeepCCS-30932474.0,"D-Fructose 2,6-bisphosphate",C6H14O12P2,[M+Na]+,1.0,362.9853,1.0,155.1
143,AllCCS-32859911.0,"D-Fructose 2,6-bisphosphate",C6H14O12P2,[M+H-H2O]+,1.0,322.9928,1.0,167.0
144,AllCCS-32859911.0,"D-Fructose 2,6-bisphosphate",C6H14O12P2,[M+NH4]+,1.0,358.0299,1.0,172.8
145,AllCCS-32859911.0,"D-Fructose 2,6-bisphosphate",C6H14O12P2,[M+Na]+,1.0,362.9853,1.0,173.6
150,DeepCCS-30932474.0,5-Diphosphoinositol pentakisphosphate,C6H19O27P7,[M+H]+,1.0,740.835,1.0,199.0
153,DeepCCS-30932474.0,5-Diphosphoinositol pentakisphosphate,C6H19O27P7,[M+Na]+,1.0,762.8169,1.0,206.4
154,AllCCS-32859911.0,5-Diphosphoinositol pentakisphosphate,C6H19O27P7,[M+H]+,1.0,740.835,1.0,222.8
155,AllCCS-32859911.0,5-Diphosphoinositol pentakisphosphate,C6H19O27P7,[M+H-H2O]+,1.0,722.8244,1.0,222.2
156,AllCCS-32859911.0,5-Diphosphoinositol pentakisphosphate,C6H19O27P7,[M+NH4]+,1.0,757.8615,1.0,223.2
157,AllCCS-32859911.0,5-Diphosphoinositol pentakisphosphate,C6H19O27P7,[M+Na]+,1.0,762.8169,1.0,223.3
161,AllCCS-32859911.0,"D-Arabinono-1,4-lactone",C5H8O5,[M+H]+,1.0,149.0444,1.0,133.3
162,AllCCS-32859911.0,"D-Arabinono-1,4-lactone",C5H8O5,[M+H-H2O]+,1.0,131.0339,1.0,128.8
163,AllCCS-32859911.0,"D-Arabinono-1,4-lactone",C5H8O5,[M+Na]+,1.0,171.0264,1.0,138.7
164,AllCCS-32859911.0,"D-Arabinono-1,4-lactone",C5H8O5,[M+NH4]+,1.0,166.071,1.0,137.5
168,DeepCCS-30932474.0,"D-Arabinono-1,4-lactone",C5H8O5,[M+H]+,1.0,149.0444,1.0,131.8
171,DeepCCS-30932474.0,"D-Arabinono-1,4-lactone",C5H8O5,[M+Na]+,1.0,171.0264,1.0,138.6
172,DarkChem-31661259.0,"delta8,14-Sterol",C29H46O,[M+H]+,1.0,411.3621,1.0,200.5
175,DeepCCS-30932474.0,"delta8,14-Sterol",C29H46O,[M+Na]+,1.0,433.3441,1.0,217.5
176,AllCCS-32859911.0,"delta8,14-Sterol",C29H46O,[M+H]+,1.0,411.3621,1.0,208.4
177,AllCCS-32859911.0,"delta8,14-Sterol",C29H46O,[M+H-H2O]+,1.0,393.3516,1.0,206.3
178,AllCCS-32859911.0,"delta8,14-Sterol",C29H46O,[M+NH4]+,1.0,428.3887,1.0,210.3
179,AllCCS-32859911.0,"delta8,14-Sterol",C29H46O,[M+Na]+,1.0,433.3441,1.0,210.8
183,DarkChem-31661259.0,Glycine,C2H5NO2,[M+H]+,1.0,76.0393,1.0,112.3
185,AllCCS-32859911.0,Glycine,C2H5NO2,[M+H]+,1.0,76.0393,1.0,122.9
187,DeepCCS-30932474.0,Glycine,C2H5NO2,[M+H]+,1.0,76.0393,1.0,128.1
190,DeepCCS-30932474.0,Glycine,C2H5NO2,[M+Na]+,1.0,98.0212,1.0,136.3
192,AllCCS-32859911.0,Glycine,C2H5NO2,[M+H-H2O]+,1.0,58.0287,1.0,118.5
193,AllCCS-32859911.0,Glycine,C2H5NO2,[M+NH4]+,1.0,93.0659,1.0,127.1
194,AllCCS-32859911.0,Glycine,C2H5NO2,[M+Na]+,1.0,98.0212,1.0,128.3
198,DarkChem-31661259.0,2-(3-Carboxy-3-aminopropyl)-L-histidine,C10H16N4O4,[M+H]+,1.0,257.1244,1.0,160.1
200,DeepCCS-30932474.0,2-(3-Carboxy-3-aminopropyl)-L-histidine,C10H16N4O4,[M+H]+,1.0,257.1244,1.0,158.6
203,DeepCCS-30932474.0,2-(3-Carboxy-3-aminopropyl)-L-histidine,C10H16N4O4,[M+Na]+,1.0,279.1064,1.0,164.7
204,AllCCS-32859911.0,2-(3-Carboxy-3-aminopropyl)-L-histidine,C10H16N4O4,[M+H]+,1.0,257.1244,1.0,156.9
205,AllCCS-32859911.0,2-(3-Carboxy-3-aminopropyl)-L-histidine,C10H16N4O4,[M+H-H2O]+,1.0,239.1139,1.0,153.6
206,AllCCS-32859911.0,2-(3-Carboxy-3-aminopropyl)-L-histidine,C10H16N4O4,[M+NH4]+,1.0,274.151,1.0,160.0
207,AllCCS-32859911.0,2-(3-Carboxy-3-aminopropyl)-L-histidine,C10H16N4O4,[M+Na]+,1.0,279.1064,1.0,160.8
211,DarkChem-31661259.0,Dihydroxyacetone,C3H6O3,[M+H]+,1.0,91.039,1.0,116.8
213,AllCCS-32859911.0,Dihydroxyacetone,C3H6O3,[M+H]+,1.0,91.039,1.0,123.7
215,DeepCCS-30932474.0,Dihydroxyacetone,C3H6O3,[M+H]+,1.0,91.039,1.0,127.6
218,DeepCCS-30932474.0,Dihydroxyacetone,C3H6O3,[M+Na]+,1.0,113.0209,1.0,135.7
220,AllCCS-32859911.0,Dihydroxyacetone,C3H6O3,[M+H-H2O]+,1.0,73.0284,1.0,119.3
221,AllCCS-32859911.0,Dihydroxyacetone,C3H6O3,[M+NH4]+,1.0,108.0655,1.0,127.8
222,AllCCS-32859911.0,Dihydroxyacetone,C3H6O3,[M+Na]+,1.0,113.0209,1.0,129.0
226,DarkChem-31661259.0,Saccharopine,C11H20N2O6,[M+H]+,1.0,277.1394,1.0,163.9
228,AllCCS-32859911.0,Saccharopine,C11H20N2O6,[M+H]+,1.0,277.1394,1.0,160.6
230,DeepCCS-30932474.0,Saccharopine,C11H20N2O6,[M+H]+,1.0,277.1394,1.0,163.6
233,DeepCCS-30932474.0,Saccharopine,C11H20N2O6,[M+Na]+,1.0,299.1214,1.0,169.7
235,AllCCS-32859911.0,Saccharopine,C11H20N2O6,[M+H-H2O]+,1.0,259.1288,1.0,157.7
236,AllCCS-32859911.0,Saccharopine,C11H20N2O6,[M+NH4]+,1.0,294.166,1.0,163.3
237,AllCCS-32859911.0,Saccharopine,C11H20N2O6,[M+Na]+,1.0,299.1214,1.0,164.1
249,DeepCCS-30932474.0,Acetaldehyde,C2H4O,[M+Na]+,1.0,67.0154,1.0,123.1
250,DarkChem-31661259.0,Cyclic AMP,C10H12N5O6P,[M+H]+,1.0,330.0598,1.0,173.9
252,AllCCS-32859911.0,Cyclic AMP,C10H12N5O6P,[M+H]+,1.0,330.0598,1.0,172.3
255,DeepCCS-30932474.0,Cyclic AMP,C10H12N5O6P,[M+Na]+,1.0,352.0417,1.0,165.9
257,AllCCS-32859911.0,Cyclic AMP,C10H12N5O6P,[M+H-H2O]+,1.0,312.0492,1.0,169.2
258,AllCCS-32859911.0,Cyclic AMP,C10H12N5O6P,[M+NH4]+,1.0,347.0863,1.0,175.2
259,AllCCS-32859911.0,Cyclic AMP,C10H12N5O6P,[M+Na]+,1.0,352.0417,1.0,176.0
263,DarkChem-31661259.0,"5-(Methylthio)-2,3-dioxopentyl phosphate",C6H11O6PS,[M+H]+,1.0,243.0087,1.0,155.7
265,DeepCCS-30932474.0,"5-(Methylthio)-2,3-dioxopentyl phosphate",C6H11O6PS,[M+H]+,1.0,243.0087,1.0,147.1
268,DeepCCS-30932474.0,"5-(Methylthio)-2,3-dioxopentyl phosphate",C6H11O6PS,[M+Na]+,1.0,264.9906,1.0,155.9
269,AllCCS-32859911.0,"5-(Methylthio)-2,3-dioxopentyl phosphate",C6H11O6PS,[M+H]+,1.0,243.0087,1.0,150.2
270,AllCCS-32859911.0,"5-(Methylthio)-2,3-dioxopentyl phosphate",C6H11O6PS,[M+H-H2O]+,1.0,224.9981,1.0,146.9
271,AllCCS-32859911.0,"5-(Methylthio)-2,3-dioxopentyl phosphate",C6H11O6PS,[M+NH4]+,1.0,260.0352,1.0,153.4
272,AllCCS-32859911.0,"5-(Methylthio)-2,3-dioxopentyl phosphate",C6H11O6PS,[M+Na]+,1.0,264.9906,1.0,154.3
276,DarkChem-31661259.0,Orotidylic acid,C10H13N2O11P,[M+H]+,1.0,369.033,1.0,180.2
278,AllCCS-32859911.0,Orotidylic acid,C10H13N2O11P,[M+H]+,1.0,369.033,1.0,176.3
280,DeepCCS-30932474.0,Orotidylic acid,C10H13N2O11P,[M+H]+,1.0,369.033,1.0,172.6
283,DeepCCS-30932474.0,Orotidylic acid,C10H13N2O11P,[M+Na]+,1.0,391.0149,1.0,178.5
285,AllCCS-32859911.0,Orotidylic acid,C10H13N2O11P,[M+H-H2O]+,1.0,351.0224,1.0,173.5
286,AllCCS-32859911.0,Orotidylic acid,C10H13N2O11P,[M+NH4]+,1.0,386.0595,1.0,178.9
287,AllCCS-32859911.0,Orotidylic acid,C10H13N2O11P,[M+Na]+,1.0,391.0149,1.0,179.7
291,DarkChem-31661259.0,Isocitric acid,C6H8O7,[M+H]+,1.0,193.0343,1.0,142.2
293,AllCCS-32859911.0,Isocitric acid,C6H8O7,[M+H]+,1.0,193.0343,1.0,141.8
295,DeepCCS-30932474.0,Isocitric acid,C6H8O7,[M+H]+,1.0,193.0343,1.0,131.1
298,DeepCCS-30932474.0,Isocitric acid,C6H8O7,[M+Na]+,1.0,215.0162,1.0,140.5
300,AllCCS-32859911.0,Isocitric acid,C6H8O7,[M+H-H2O]+,1.0,175.0237,1.0,138.1
301,AllCCS-32859911.0,Isocitric acid,C6H8O7,[M+NH4]+,1.0,210.0608,1.0,145.3
302,AllCCS-32859911.0,Isocitric acid,C6H8O7,[M+Na]+,1.0,215.0162,1.0,146.3
306,DarkChem-31661259.0,Ureidosuccinic acid,C5H8N2O5,[M+H]+,1.0,177.0506,1.0,141.6
308,AllCCS-32859911.0,Ureidosuccinic acid,C5H8N2O5,[M+H]+,1.0,177.0506,1.0,139.7
310,DeepCCS-30932474.0,Ureidosuccinic acid,C5H8N2O5,[M+H]+,1.0,177.0506,1.0,131.9
313,DeepCCS-30932474.0,Ureidosuccinic acid,C5H8N2O5,[M+Na]+,1.0,199.0325,1.0,140.9
315,AllCCS-32859911.0,Ureidosuccinic acid,C5H8N2O5,[M+H-H2O]+,1.0,159.04,1.0,135.9
316,AllCCS-32859911.0,Ureidosuccinic acid,C5H8N2O5,[M+NH4]+,1.0,194.0771,1.0,143.2
317,AllCCS-32859911.0,Ureidosuccinic acid,C5H8N2O5,[M+Na]+,1.0,199.0325,1.0,144.2
321,DarkChem-31661259.0,N2-Acetylornithine,C7H14N2O3,[M+H]+,1.0,175.1077,1.0,141.1
323,DeepCCS-30932474.0,N2-Acetylornithine,C7H14N2O3,[M+H]+,1.0,175.1077,1.0,136.3
326,DeepCCS-30932474.0,N2-Acetylornithine,C7H14N2O3,[M+Na]+,1.0,197.0897,1.0,145.4
327,AllCCS-32859911.0,N2-Acetylornithine,C7H14N2O3,[M+H]+,1.0,175.1077,1.0,140.1
328,AllCCS-32859911.0,N2-Acetylornithine,C7H14N2O3,[M+H-H2O]+,1.0,157.0972,1.0,136.4
329,AllCCS-32859911.0,N2-Acetylornithine,C7H14N2O3,[M+NH4]+,1.0,192.1343,1.0,143.7
330,AllCCS-32859911.0,N2-Acetylornithine,C7H14N2O3,[M+Na]+,1.0,197.0897,1.0,144.7
336,AllCCS-32859911.0,3-deoxy-D-arabino-heptulosonate-7-phosphate,C7H13O10P,[M+H]+,1.0,289.0319,1.0,160.7
337,AllCCS-32859911.0,3-deoxy-D-arabino-heptulosonate-7-phosphate,C7H13O10P,[M+H-H2O]+,1.0,271.0213,1.0,157.6
338,AllCCS-32859911.0,3-deoxy-D-arabino-heptulosonate-7-phosphate,C7H13O10P,[M+Na]+,1.0,311.0139,1.0,164.4
339,AllCCS-32859911.0,3-deoxy-D-arabino-heptulosonate-7-phosphate,C7H13O10P,[M+NH4]+,1.0,306.0585,1.0,163.6
343,DeepCCS-30932474.0,3-deoxy-D-arabino-heptulosonate-7-phosphate,C7H13O10P,[M+H]+,1.0,289.0319,1.0,154.4
346,DeepCCS-30932474.0,3-deoxy-D-arabino-heptulosonate-7-phosphate,C7H13O10P,[M+Na]+,1.0,311.0139,1.0,160.4
347,DarkChem-31661259.0,Purine,C5H4N4,[M+H]+,1.0,121.0509,1.0,122.7
349,AllCCS-32859911.0,Purine,C5H4N4,[M+H]+,1.0,121.0509,1.0,124.9
354,DeepCCS-30932474.0,Purine,C5H4N4,[M+Na]+,1.0,143.0328,1.0,130.4
357,AllCCS-32859911.0,Purine,C5H4N4,[M+NH4]+,1.0,138.0774,1.0,129.5
358,AllCCS-32859911.0,Purine,C5H4N4,[M+Na]+,1.0,143.0328,1.0,130.9
362,DarkChem-31661259.0,Glyoxylic acid,C2H2O3,[M+H]+,1.0,75.0077,1.0,111.2
364,AllCCS-32859911.0,Glyoxylic acid,C2H2O3,[M+H]+,1.0,75.0077,1.0,123.2
366,DeepCCS-30932474.0,Glyoxylic acid,C2H2O3,[M+H]+,1.0,75.0077,1.0,119.3
369,DeepCCS-30932474.0,Glyoxylic acid,C2H2O3,[M+Na]+,1.0,96.9896,1.0,127.4
371,AllCCS-32859911.0,Glyoxylic acid,C2H2O3,[M+H-H2O]+,1.0,56.9971,1.0,118.7
372,AllCCS-32859911.0,Glyoxylic acid,C2H2O3,[M+NH4]+,1.0,92.0342,1.0,127.4
373,AllCCS-32859911.0,Glyoxylic acid,C2H2O3,[M+Na]+,1.0,96.9896,1.0,128.6
377,DarkChem-31661259.0,L-Aspartate-semialdehyde,C4H7NO3,[M+H]+,1.0,118.0499,1.0,125.8
379,DeepCCS-30932474.0,L-Aspartate-semialdehyde,C4H7NO3,[M+H]+,1.0,118.0499,1.0,122.5
382,DeepCCS-30932474.0,L-Aspartate-semialdehyde,C4H7NO3,[M+Na]+,1.0,140.0318,1.0,131.2
383,AllCCS-32859911.0,L-Aspartate-semialdehyde,C4H7NO3,[M+H]+,1.0,118.0499,1.0,129.2
384,AllCCS-32859911.0,L-Aspartate-semialdehyde,C4H7NO3,[M+H-H2O]+,1.0,100.0393,1.0,125.0
385,AllCCS-32859911.0,L-Aspartate-semialdehyde,C4H7NO3,[M+NH4]+,1.0,135.0764,1.0,133.2
386,AllCCS-32859911.0,L-Aspartate-semialdehyde,C4H7NO3,[M+Na]+,1.0,140.0318,1.0,134.3
391,DarkChem-31661259.0,4-alpha-Methyl-5-alpha-cholest-7-en-3-beta-ol,C28H48O,[M+H]+,1.0,401.3778,1.0,199.0
394,DeepCCS-30932474.0,4-alpha-Methyl-5-alpha-cholest-7-en-3-beta-ol,C28H48O,[M+Na]+,1.0,423.3597,1.0,219.7
395,AllCCS-32859911.0,4-alpha-Methyl-5-alpha-cholest-7-en-3-beta-ol,C28H48O,[M+H]+,1.0,401.3778,1.0,206.7
396,AllCCS-32859911.0,4-alpha-Methyl-5-alpha-cholest-7-en-3-beta-ol,C28H48O,[M+H-H2O]+,1.0,383.3672,1.0,204.7
397,AllCCS-32859911.0,4-alpha-Methyl-5-alpha-cholest-7-en-3-beta-ol,C28H48O,[M+NH4]+,1.0,418.4043,1.0,208.6
398,AllCCS-32859911.0,4-alpha-Methyl-5-alpha-cholest-7-en-3-beta-ol,C28H48O,[M+Na]+,1.0,423.3597,1.0,209.2
