	AllCCS ID	Name	Structure	Formula	Type	Adduct	m/z	CCS	Confidence level	Update date
1589	AllCCS00002569	(S)-2,3-Epoxysqualene	CC(=CCC/C(=C/CC/C(=C/CC/C=C(\C)/CC/C=C(\C)/CC[C@H]1C(O1)(C)C)/C)/C)C	C30H50O	Predicted CCS	[M+Na]+	449.3755	218.3	4	2023-04-30
1590	AllCCS00002569	(S)-2,3-Epoxysqualene	CC(=CCC/C(=C/CC/C(=C/CC/C=C(\C)/CC/C=C(\C)/CC[C@H]1C(O1)(C)C)/C)/C)C	C30H50O	Predicted CCS	[M+NH4]+	444.4201	216.8	4	2023-04-30
1591	AllCCS00002569	(S)-2,3-Epoxysqualene	CC(=CCC/C(=C/CC/C(=C/CC/C=C(\C)/CC/C=C(\C)/CC[C@H]1C(O1)(C)C)/C)/C)C	C30H50O	Predicted CCS	[M-H2O+H]+	409.3829	211.7	4	2023-04-30
1592	AllCCS00002569	(S)-2,3-Epoxysqualene	CC(=CCC/C(=C/CC/C(=C/CC/C=C(\C)/CC/C=C(\C)/CC[C@H]1C(O1)(C)C)/C)/C)C	C30H50O	Predicted CCS	[M-H]-	425.3789	209.2	4	2023-04-30
1593	AllCCS00002569	(S)-2,3-Epoxysqualene	CC(=CCC/C(=C/CC/C(=C/CC/C=C(\C)/CC/C=C(\C)/CC[C@H]1C(O1)(C)C)/C)/C)C	C30H50O	Predicted CCS	[M+Na-2H]-	447.3609	211.1	4	2023-04-30
1594	AllCCS00002569	(S)-2,3-Epoxysqualene	CC(=CCC/C(=C/CC/C(=C/CC/C=C(\C)/CC/C=C(\C)/CC[C@H]1C(O1)(C)C)/C)/C)C	C30H50O	Predicted CCS	[M+HCOO]-	471.3844	212.5	4	2023-04-30
1742	AllCCS00004421	(S)-3-Hydroxydodecanoyl-CoA	CCCCCCCCC[C@@H](CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O)O	C33H58N7O18P3S	Predicted CCS	[M+H]+	966.2845	291.6	4	2023-04-30
1743	AllCCS00004421	(S)-3-Hydroxydodecanoyl-CoA	CCCCCCCCC[C@@H](CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O)O	C33H58N7O18P3S	Predicted CCS	[M+Na]+	988.2665	299.3	4	2023-04-30
1744	AllCCS00004421	(S)-3-Hydroxydodecanoyl-CoA	CCCCCCCCC[C@@H](CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O)O	C33H58N7O18P3S	Predicted CCS	[M+NH4]+	983.3111	296.9	4	2023-04-30
1745	AllCCS00004421	(S)-3-Hydroxydodecanoyl-CoA	CCCCCCCCC[C@@H](CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O)O	C33H58N7O18P3S	Predicted CCS	[M-H2O+H]+	948.2739	296.6	4	2023-04-30
1746	AllCCS00004421	(S)-3-Hydroxydodecanoyl-CoA	CCCCCCCCC[C@@H](CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O)O	C33H58N7O18P3S	Predicted CCS	[M-H]-	964.2699	288.1	4	2023-04-30
1747	AllCCS00004421	(S)-3-Hydroxydodecanoyl-CoA	CCCCCCCCC[C@@H](CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O)O	C33H58N7O18P3S	Predicted CCS	[M+Na-2H]-	986.2519	291.9	4	2023-04-30
1748	AllCCS00004421	(S)-3-Hydroxydodecanoyl-CoA	CCCCCCCCC[C@@H](CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O)O	C33H58N7O18P3S	Predicted CCS	[M+HCOO]-	1010.2754	305.0	4	2023-04-30
1728	AllCCS00004417	(S)-3-Hydroxyhexadecanoyl-CoA	CCCCCCCCCCCCC[C@@H](CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O)O	C37H66N7O18P3S	Predicted CCS	[M+H]+	1022.3471	303.3	4	2023-04-30
1729	AllCCS00004417	(S)-3-Hydroxyhexadecanoyl-CoA	CCCCCCCCCCCCC[C@@H](CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O)O	C37H66N7O18P3S	Predicted CCS	[M+Na]+	1044.3291	310.7	4	2023-04-30
1730	AllCCS00004417	(S)-3-Hydroxyhexadecanoyl-CoA	CCCCCCCCCCCCC[C@@H](CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O)O	C37H66N7O18P3S	Predicted CCS	[M+NH4]+	1039.3737	308.5	4	2023-04-30
1731	AllCCS00004417	(S)-3-Hydroxyhexadecanoyl-CoA	CCCCCCCCCCCCC[C@@H](CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O)O	C37H66N7O18P3S	Predicted CCS	[M-H2O+H]+	1004.3365	308.6	4	2023-04-30
1732	AllCCS00004417	(S)-3-Hydroxyhexadecanoyl-CoA	CCCCCCCCCCCCC[C@@H](CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O)O	C37H66N7O18P3S	Predicted CCS	[M-H]-	1020.3325	299.7	4	2023-04-30
1733	AllCCS00004417	(S)-3-Hydroxyhexadecanoyl-CoA	CCCCCCCCCCCCC[C@@H](CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O)O	C37H66N7O18P3S	Predicted CCS	[M+Na-2H]-	1042.3145	303.5	4	2023-04-30
1734	AllCCS00004417	(S)-3-Hydroxyhexadecanoyl-CoA	CCCCCCCCCCCCC[C@@H](CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O)O	C37H66N7O18P3S	Predicted CCS	[M+HCOO]-	1066.338	316.6	4	2023-04-30
599	AllCCS00004797	(S)-3-Hydroxyisobutyrate	C[C@@H](CO)C(=O)O	C4H8O3	Predicted CCS	[M+H]+	105.0546	122.1	4	2023-04-30
600	AllCCS00004797	(S)-3-Hydroxyisobutyrate	C[C@@H](CO)C(=O)O	C4H8O3	Predicted CCS	[M+Na]+	127.0366	129.7	4	2023-04-30
601	AllCCS00004797	(S)-3-Hydroxyisobutyrate	C[C@@H](CO)C(=O)O	C4H8O3	Predicted CCS	[M+NH4]+	122.0812	127.4	4	2023-04-30
602	AllCCS00004797	(S)-3-Hydroxyisobutyrate	C[C@@H](CO)C(=O)O	C4H8O3	Predicted CCS	[M-H2O+H]+	87.044	121.4	4	2023-04-30
603	AllCCS00004797	(S)-3-Hydroxyisobutyrate	C[C@@H](CO)C(=O)O	C4H8O3	Predicted CCS	[M-H]-	103.04	118.9	4	2023-04-30
604	AllCCS00004797	(S)-3-Hydroxyisobutyrate	C[C@@H](CO)C(=O)O	C4H8O3	Predicted CCS	[M+Na-2H]-	125.022	124.0	4	2023-04-30
605	AllCCS00004797	(S)-3-Hydroxyisobutyrate	C[C@@H](CO)C(=O)O	C4H8O3	Predicted CCS	[M+HCOO]-	149.0455	130.2	4	2023-04-30
592	AllCCS00004796	(S)-3-Hydroxyisobutyryl-CoA	C[C@@H](CO)C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O	C25H42N7O18P3S	Predicted CCS	[M+H]+	854.1593	258.2	4	2023-04-30
593	AllCCS00004796	(S)-3-Hydroxyisobutyryl-CoA	C[C@@H](CO)C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O	C25H42N7O18P3S	Predicted CCS	[M+Na]+	876.1413	264.8	4	2023-04-30
594	AllCCS00004796	(S)-3-Hydroxyisobutyryl-CoA	C[C@@H](CO)C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O	C25H42N7O18P3S	Predicted CCS	[M+NH4]+	871.1859	262.2	4	2023-04-30
595	AllCCS00004796	(S)-3-Hydroxyisobutyryl-CoA	C[C@@H](CO)C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O	C25H42N7O18P3S	Predicted CCS	[M-H2O+H]+	836.1487	263.6	4	2023-04-30
596	AllCCS00004796	(S)-3-Hydroxyisobutyryl-CoA	C[C@@H](CO)C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O	C25H42N7O18P3S	Predicted CCS	[M-H]-	852.1447	253.5	4	2023-04-30
597	AllCCS00004796	(S)-3-Hydroxyisobutyryl-CoA	C[C@@H](CO)C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O	C25H42N7O18P3S	Predicted CCS	[M+Na-2H]-	874.1267	258.2	4	2023-04-30
598	AllCCS00004796	(S)-3-Hydroxyisobutyryl-CoA	C[C@@H](CO)C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O	C25H42N7O18P3S	Predicted CCS	[M+HCOO]-	898.1502	271.7	4	2023-04-30
1735	AllCCS00004419	(S)-3-Hydroxytetradecanoyl-CoA	CCCCCCCCCCC[C@@H](CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O)O	C35H62N7O18P3S	Predicted CCS	[M+H]+	994.3158	297.3	4	2023-04-30
1736	AllCCS00004419	(S)-3-Hydroxytetradecanoyl-CoA	CCCCCCCCCCC[C@@H](CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O)O	C35H62N7O18P3S	Predicted CCS	[M+Na]+	1016.2978	305.1	4	2023-04-30
1737	AllCCS00004419	(S)-3-Hydroxytetradecanoyl-CoA	CCCCCCCCCCC[C@@H](CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O)O	C35H62N7O18P3S	Predicted CCS	[M+NH4]+	1011.3424	302.7	4	2023-04-30
1738	AllCCS00004419	(S)-3-Hydroxytetradecanoyl-CoA	CCCCCCCCCCC[C@@H](CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O)O	C35H62N7O18P3S	Predicted CCS	[M-H2O+H]+	976.3052	302.7	4	2023-04-30
1739	AllCCS00004419	(S)-3-Hydroxytetradecanoyl-CoA	CCCCCCCCCCC[C@@H](CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O)O	C35H62N7O18P3S	Predicted CCS	[M-H]-	992.3012	294.0	4	2023-04-30
1740	AllCCS00004419	(S)-3-Hydroxytetradecanoyl-CoA	CCCCCCCCCCC[C@@H](CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O)O	C35H62N7O18P3S	Predicted CCS	[M+Na-2H]-	1014.2832	297.8	4	2023-04-30
1741	AllCCS00004419	(S)-3-Hydroxytetradecanoyl-CoA	CCCCCCCCCCC[C@@H](CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O)O	C35H62N7O18P3S	Predicted CCS	[M+HCOO]-	1038.3067	310.8	4	2023-04-30
1574	AllCCS00002396	(S)-3-Methyl-2-oxopentanoic acid	CC[C@H](C)C(=O)C(=O)O	C6H10O3	Predicted CCS	[M+H]+	131.0703	127.2	4	2023-04-30
1575	AllCCS00002396	(S)-3-Methyl-2-oxopentanoic acid	CC[C@H](C)C(=O)C(=O)O	C6H10O3	Predicted CCS	[M+Na]+	153.0523	136.3	4	2023-04-30
1576	AllCCS00002396	(S)-3-Methyl-2-oxopentanoic acid	CC[C@H](C)C(=O)C(=O)O	C6H10O3	Predicted CCS	[M+NH4]+	148.0969	133.9	4	2023-04-30
1577	AllCCS00002396	(S)-3-Methyl-2-oxopentanoic acid	CC[C@H](C)C(=O)C(=O)O	C6H10O3	Predicted CCS	[M-H2O+H]+	113.0597	120.2	4	2023-04-30
1578	AllCCS00002396	(S)-3-Methyl-2-oxopentanoic acid	CC[C@H](C)C(=O)C(=O)O	C6H10O3	Predicted CCS	[M-H]-	129.0557	127.2	4	2023-04-30
1579	AllCCS00002396	(S)-3-Methyl-2-oxopentanoic acid	CC[C@H](C)C(=O)C(=O)O	C6H10O3	Predicted CCS	[M+Na-2H]-	151.0377	132.0	4	2023-04-30
1580	AllCCS00002396	(S)-3-Methyl-2-oxopentanoic acid	CC[C@H](C)C(=O)C(=O)O	C6H10O3	Predicted CCS	[M+HCOO]-	175.0612	137.2	4	2023-04-30
536	AllCCS00002903	(S)-acetoin	C[C@@H](C(=O)C)O	C4H8O2	Predicted CCS	[M+H]+	89.0597	118.9	4	2023-04-30
537	AllCCS00002903	(S)-acetoin	C[C@@H](C(=O)C)O	C4H8O2	Predicted CCS	[M+Na]+	111.0417	126.4	4	2023-04-30
538	AllCCS00002903	(S)-acetoin	C[C@@H](C(=O)C)O	C4H8O2	Predicted CCS	[M+NH4]+	106.0863	124.2	4	2023-04-30
539	AllCCS00002903	(S)-acetoin	C[C@@H](C(=O)C)O	C4H8O2	Predicted CCS	[M-H2O+H]+	71.0491	119.8	4	2023-04-30
540	AllCCS00002903	(S)-acetoin	C[C@@H](C(=O)C)O	C4H8O2	Predicted CCS	[M-H]-	87.0451	115.3	4	2023-04-30
541	AllCCS00002903	(S)-acetoin	C[C@@H](C(=O)C)O	C4H8O2	Predicted CCS	[M+Na-2H]-	109.0271	120.9	4	2023-04-30
542	AllCCS00002903	(S)-acetoin	C[C@@H](C(=O)C)O	C4H8O2	Predicted CCS	[M+HCOO]-	133.0506	128.7	4	2023-04-30
5147	AllCCS00015587	(S)-Benzoin	C1=CC=C(C=C1)[C@@H](C(=O)C2=CC=CC=C2)O	C14H12O2	Predicted CCS	[M+H]+	213.091	148.6	4	2023-04-30
5148	AllCCS00015587	(S)-Benzoin	C1=CC=C(C=C1)[C@@H](C(=O)C2=CC=CC=C2)O	C14H12O2	Predicted CCS	[M+Na]+	235.073	161.3	4	2023-04-30
5149	AllCCS00015587	(S)-Benzoin	C1=CC=C(C=C1)[C@@H](C(=O)C2=CC=CC=C2)O	C14H12O2	Predicted CCS	[M+NH4]+	230.1176	158.7	4	2023-04-30
5150	AllCCS00015587	(S)-Benzoin	C1=CC=C(C=C1)[C@@H](C(=O)C2=CC=CC=C2)O	C14H12O2	Predicted CCS	[M-H2O+H]+	195.0804	141.8	4	2023-04-30
5151	AllCCS00015587	(S)-Benzoin	C1=CC=C(C=C1)[C@@H](C(=O)C2=CC=CC=C2)O	C14H12O2	Predicted CCS	[M-H]-	211.0764	150.7	4	2023-04-30
5152	AllCCS00015587	(S)-Benzoin	C1=CC=C(C=C1)[C@@H](C(=O)C2=CC=CC=C2)O	C14H12O2	Predicted CCS	[M+Na-2H]-	233.0584	156.1	4	2023-04-30
5153	AllCCS00015587	(S)-Benzoin	C1=CC=C(C=C1)[C@@H](C(=O)C2=CC=CC=C2)O	C14H12O2	Predicted CCS	[M+HCOO]-	257.0819	159.6	4	2023-04-30
1749	AllCCS00004423	(S)-Hydroxydecanoyl-CoA	CCCCCCC[C@@H](CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O)O	C31H54N7O18P3S	Predicted CCS	[M+H]+	938.2532	285.6	4	2023-04-30
1750	AllCCS00004423	(S)-Hydroxydecanoyl-CoA	CCCCCCC[C@@H](CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O)O	C31H54N7O18P3S	Predicted CCS	[M+Na]+	960.2352	292.8	4	2023-04-30
1751	AllCCS00004423	(S)-Hydroxydecanoyl-CoA	CCCCCCC[C@@H](CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O)O	C31H54N7O18P3S	Predicted CCS	[M+NH4]+	955.2798	290.5	4	2023-04-30
1752	AllCCS00004423	(S)-Hydroxydecanoyl-CoA	CCCCCCC[C@@H](CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O)O	C31H54N7O18P3S	Predicted CCS	[M-H2O+H]+	920.2426	290.1	4	2023-04-30
1753	AllCCS00004423	(S)-Hydroxydecanoyl-CoA	CCCCCCC[C@@H](CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O)O	C31H54N7O18P3S	Predicted CCS	[M-H]-	936.2386	282.3	4	2023-04-30
1754	AllCCS00004423	(S)-Hydroxydecanoyl-CoA	CCCCCCC[C@@H](CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O)O	C31H54N7O18P3S	Predicted CCS	[M+Na-2H]-	958.2206	285.9	4	2023-04-30
1755	AllCCS00004423	(S)-Hydroxydecanoyl-CoA	CCCCCCC[C@@H](CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O)O	C31H54N7O18P3S	Predicted CCS	[M+HCOO]-	982.2441	298.8	4	2023-04-30
5362	AllCCS00004798	(S)-Methylmalonate semialdehyde	C[C@@H](C=O)C(=O)O	C4H6O3	Predicted CCS	[M+H]+	103.039	121.5	4	2023-04-30
5363	AllCCS00004798	(S)-Methylmalonate semialdehyde	C[C@@H](C=O)C(=O)O	C4H6O3	Predicted CCS	[M+Na]+	125.021	127.4	4	2023-04-30
5364	AllCCS00004798	(S)-Methylmalonate semialdehyde	C[C@@H](C=O)C(=O)O	C4H6O3	Predicted CCS	[M+NH4]+	120.0656	125.9	4	2023-04-30
5365	AllCCS00004798	(S)-Methylmalonate semialdehyde	C[C@@H](C=O)C(=O)O	C4H6O3	Predicted CCS	[M-H2O+H]+	85.0284	123.4	4	2023-04-30
5366	AllCCS00004798	(S)-Methylmalonate semialdehyde	C[C@@H](C=O)C(=O)O	C4H6O3	Predicted CCS	[M-H]-	101.0244	118.4	4	2023-04-30
5367	AllCCS00004798	(S)-Methylmalonate semialdehyde	C[C@@H](C=O)C(=O)O	C4H6O3	Predicted CCS	[M+Na-2H]-	123.0064	121.9	4	2023-04-30
5368	AllCCS00004798	(S)-Methylmalonate semialdehyde	C[C@@H](C=O)C(=O)O	C4H6O3	Predicted CCS	[M+HCOO]-	147.0299	127.6	4	2023-04-30
3447	AllCCS00003917	(Z)-But-1-ene-1,2,4-tricarboxylate	C(CC(=O)O)/C(=C/C(=O)O)/C(=O)O	C7H8O6	Predicted CCS	[M+H]+	189.0394	141.9	4	2023-04-30
3448	AllCCS00003917	(Z)-But-1-ene-1,2,4-tricarboxylate	C(CC(=O)O)/C(=C/C(=O)O)/C(=O)O	C7H8O6	Predicted CCS	[M+Na]+	211.0214	145.3	4	2023-04-30
3449	AllCCS00003917	(Z)-But-1-ene-1,2,4-tricarboxylate	C(CC(=O)O)/C(=C/C(=O)O)/C(=O)O	C7H8O6	Predicted CCS	[M+NH4]+	206.066	143.9	4	2023-04-30
3450	AllCCS00003917	(Z)-But-1-ene-1,2,4-tricarboxylate	C(CC(=O)O)/C(=C/C(=O)O)/C(=O)O	C7H8O6	Predicted CCS	[M-H2O+H]+	171.0288	131.8	4	2023-04-30
3451	AllCCS00003917	(Z)-But-1-ene-1,2,4-tricarboxylate	C(CC(=O)O)/C(=C/C(=O)O)/C(=O)O	C7H8O6	Predicted CCS	[M-H]-	187.0248	132.5	4	2023-04-30
3452	AllCCS00003917	(Z)-But-1-ene-1,2,4-tricarboxylate	C(CC(=O)O)/C(=C/C(=O)O)/C(=O)O	C7H8O6	Predicted CCS	[M+Na-2H]-	209.0068	139.5	4	2023-04-30
3453	AllCCS00003917	(Z)-But-1-ene-1,2,4-tricarboxylate	C(CC(=O)O)/C(=C/C(=O)O)/C(=O)O	C7H8O6	Predicted CCS	[M+HCOO]-	233.0303	141.0	4	2023-04-30
1630	AllCCS00002716	1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate	C1=CC=C(C(=C1)C(=O)O)NCC(=O)[C@@H]([C@@H](COP(=O)(O)O)O)O	C12H16NO9P	Predicted CCS	[M+H]+	350.0636	172.5	4	2023-04-30
1631	AllCCS00002716	1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate	C1=CC=C(C(=C1)C(=O)O)NCC(=O)[C@@H]([C@@H](COP(=O)(O)O)O)O	C12H16NO9P	Predicted CCS	[M+Na]+	372.0456	178.3	4	2023-04-30
1632	AllCCS00002716	1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate	C1=CC=C(C(=C1)C(=O)O)NCC(=O)[C@@H]([C@@H](COP(=O)(O)O)O)O	C12H16NO9P	Predicted CCS	[M+NH4]+	367.0902	175.7	4	2023-04-30
1633	AllCCS00002716	1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate	C1=CC=C(C(=C1)C(=O)O)NCC(=O)[C@@H]([C@@H](COP(=O)(O)O)O)O	C12H16NO9P	Predicted CCS	[M-H2O+H]+	332.053	172.0	4	2023-04-30
1634	AllCCS00002716	1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate	C1=CC=C(C(=C1)C(=O)O)NCC(=O)[C@@H]([C@@H](COP(=O)(O)O)O)O	C12H16NO9P	Predicted CCS	[M-H]-	348.049	171.4	4	2023-04-30
1635	AllCCS00002716	1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate	C1=CC=C(C(=C1)C(=O)O)NCC(=O)[C@@H]([C@@H](COP(=O)(O)O)O)O	C12H16NO9P	Predicted CCS	[M+Na-2H]-	370.031	173.2	4	2023-04-30
1636	AllCCS00002716	1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate	C1=CC=C(C(=C1)C(=O)O)NCC(=O)[C@@H]([C@@H](COP(=O)(O)O)O)O	C12H16NO9P	Predicted CCS	[M+HCOO]-	394.0545	181.2	4	2023-04-30
2744	AllCCS00004271	1-(5-Phospho-D-ribosyl)-5-amino-4-imidazolecarboxylate	C1=NC(=C(N1[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O)N)C(=O)O	C9H14N3O9P	Predicted CCS	[M+H]+	340.0541	170.9	4	2023-04-30
2745	AllCCS00004271	1-(5-Phospho-D-ribosyl)-5-amino-4-imidazolecarboxylate	C1=NC(=C(N1[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O)N)C(=O)O	C9H14N3O9P	Predicted CCS	[M+Na]+	362.0361	174.5	4	2023-04-30
2746	AllCCS00004271	1-(5-Phospho-D-ribosyl)-5-amino-4-imidazolecarboxylate	C1=NC(=C(N1[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O)N)C(=O)O	C9H14N3O9P	Predicted CCS	[M+NH4]+	357.0807	172.4	4	2023-04-30
