,index,HMDB,INCHIKEY,Name,Chemical Formula,m/z,Adduct Type,CCS Value (Å²),Reference,CCS Type,Data Source / Predictor
135,YMDB00191,HMDB01565,YHHSONZFOIEMCP-UHFFFAOYSA-O,Phosphocholine,C5H14NO4P,184.0732,[M+H]+,137.1,"7, 8",Experimental,CCS Compendium
136,YMDB00198,HMDB00939,ZJUKTBDSGOFHSH-WFMPWKQPSA-N,(S)-Adenosyl-L-homocysteine,C14H20N6O5S,405.0962,[M+Na-2H]-,180.1,8,Experimental,CCS Compendium
137,YMDB00198,HMDB00939,ZJUKTBDSGOFHSH-WFMPWKQPSA-N,(S)-Adenosyl-L-homocysteine,C14H20N6O5S,383.1152,[M-H]-,186.4,8,Experimental,CCS Compendium
138,YMDB00198,HMDB00939,ZJUKTBDSGOFHSH-WFMPWKQPSA-N,(S)-Adenosyl-L-homocysteine,C14H20N6O5S,385.1274,[M+H]+,183.0,8,Experimental,CCS Compendium
139,YMDB00198,HMDB00939,ZJUKTBDSGOFHSH-WFMPWKQPSA-N,(S)-Adenosyl-L-homocysteine,C14H20N6O5S,407.1089,[M+Na]+,189.3,8,Experimental,CCS Compendium
140,YMDB00201,HMDB01191,AHCYMLUZIRLXAA-SHYZEUOFSA-N,Deoxyuridine Triphosphate,C9H15N2O14P3,488.947,[M+Na-2H]-,188.9,8,Experimental,CCS Compendium
141,YMDB00201,HMDB01191,AHCYMLUZIRLXAA-SHYZEUOFSA-N,Deoxyuridine Triphosphate,C9H15N2O14P3,466.9659,[M-H]-,178.5,8,Experimental,CCS Compendium
142,YMDB00201,HMDB01191,AHCYMLUZIRLXAA-SHYZEUOFSA-N,Deoxyuridine Triphosphate,C9H15N2O14P3,490.9617,[M+Na]+,185.1,8,Experimental,CCS Compendium
143,YMDB00202,HMDB01163,MVMSCBBUIHUTGJ-GDJBGNAASA-N,Guanosine Diphosphate Mannose,C16H25N5O16P2,626.0524,[M+Na-2H]-,205.8,8,Experimental,CCS Compendium
144,YMDB00202,HMDB01163,MVMSCBBUIHUTGJ-GDJBGNAASA-N,Guanosine Diphosphate Mannose,C16H25N5O16P2,626.0524,[M+Na-2H]-,217.2,8,Experimental,CCS Compendium
145,YMDB00202,HMDB01163,MVMSCBBUIHUTGJ-GDJBGNAASA-N,Guanosine Diphosphate Mannose,C16H25N5O16P2,606.0812,[M+H]+,227.7,8,Experimental,CCS Compendium
146,YMDB00202,HMDB01163,MVMSCBBUIHUTGJ-GDJBGNAASA-N,Guanosine Diphosphate Mannose,C16H25N5O16P2,628.0629,[M+Na]+,222.5,8,Experimental,CCS Compendium
147,YMDB00202,HMDB01163,MVMSCBBUIHUTGJ-GDJBGNAASA-N,Guanosine Diphosphate Mannose,C16H25N5O16P2,604.0692,[M-H]-,208.8,8,Experimental,CCS Compendium
148,YMDB00203,HMDB00210,GHOKWGTUZJEAQD-ZETCQYMHSA-N,Pantothenate,C9H17NO5,218.1038,[M-H]-,146.6,8,Experimental,CCS Compendium
149,YMDB00203,HMDB00210,GHOKWGTUZJEAQD-ZETCQYMHSA-N,Pantothenate,C9H17NO5,220.118,[M+H]+,129.8,8,Experimental,CCS Compendium
150,YMDB00203,HMDB00210,GHOKWGTUZJEAQD-ZETCQYMHSA-N,Pantothenate,C9H17NO5,242.1005,[M+Na]+,150.8,8,Experimental,CCS Compendium
151,YMDB00204,HMDB01266,LKDRXBCSQODPBY-BGPJRJDNSA-N,Sorbose,C6H12O6,203.0532,[M+Na]+,139.3,8,Experimental,CCS Compendium
152,YMDB00204,HMDB01266,LKDRXBCSQODPBY-BGPJRJDNSA-N,Sorbose,C6H12O6,203.0532,[M+Na]+,144.2,8,Experimental,CCS Compendium
153,YMDB00206,HMDB01202,NCMVOABPESMRCP-SHYZEUOFSA-N,2'-Deoxycytidine-5-monophosphate,C9H14N3O7P,308.0648,[M+H]+,164.5,7,Experimental,CCS Compendium
154,YMDB00206,HMDB01202,NCMVOABPESMRCP-SHYZEUOFSA-N,2'-Deoxycytidine-5-monophosphate,C9H14N3O7P,330.0446,[M+Na]+,156.6,8,Experimental,CCS Compendium
155,YMDB00206,HMDB01202,NCMVOABPESMRCP-SHYZEUOFSA-N,2'-Deoxycytidine-5-monophosphate,C9H14N3O7P,306.0509,[M-H]-,163.7,"7, 8",Experimental,CCS Compendium
156,YMDB00206,HMDB01202,NCMVOABPESMRCP-SHYZEUOFSA-N,2'-Deoxycytidine-5-monophosphate,C9H14N3O7P,330.0446,[M+Na]+,164.9,"7, 8",Experimental,CCS Compendium
157,YMDB00213,HMDB00462,POJWUDADGALRAB-UHFFFAOYSA-N,Allantoin,C4H6N4O3,157.0373,[M-H]-,126.7,"7, 8",Experimental,CCS Compendium
158,YMDB00213,HMDB00462,POJWUDADGALRAB-UHFFFAOYSA-N,Allantoin,C4H6N4O3,181.0325,[M+Na]+,143.3,"7, 8",Experimental,CCS Compendium
159,YMDB00214,HMDB00167,AYFVYJQAPQTCCC-GBXIJSLDSA-N,L-Threonine,C4H9NO3,118.0504,[M-H]-,129.2,"7, 8",Experimental,CCS Compendium
160,YMDB00214,HMDB00167,AYFVYJQAPQTCCC-GBXIJSLDSA-N,L-Threonine,C4H9NO3,120.0661,[M+H]+,127.3,"7, 8",Experimental,CCS Compendium
161,YMDB00216,HMDB03070,JXOHGGNKMLTUBP-HSUXUTPPSA-N,Shikimic Acid,C7H10O5,175.0606,[M+H]+,148.6,7,Experimental,CCS Compendium
162,YMDB00216,HMDB03070,JXOHGGNKMLTUBP-HSUXUTPPSA-N,Shikimic Acid,C7H10O5,173.0461,[M-H]-,137.7,"7, 8",Experimental,CCS Compendium
163,YMDB00218,HMDB01316,BIRSGZKFKXLSJQ-SQOUGZDYSA-N,6-Phosphogluconic Acid,C6H13O10P,275.0168,[M-H]-,145.2,7,Experimental,CCS Compendium
164,YMDB00218,HMDB01316,BIRSGZKFKXLSJQ-SQOUGZDYSA-N,6-Phosphogluconic Acid,C6H13O10P,299.0144,[M+Na]+,166.1,7,Experimental,CCS Compendium
165,YMDB00219,HMDB00250,XPPKVPWEQAFLFU-UHFFFAOYSA-N,Pyrophosphoric Acid,H4P2O7,200.933,[M+Na]+,144.7,7,Experimental,CCS Compendium
166,YMDB00220,HMDB00235,JZRWCGZRTZMZEH-UHFFFAOYSA-N,Thiamine,C12H17N4OS,265.1124,[M+]+,163.0,8,Experimental,CCS Compendium
167,YMDB00221,HMDB01409,JSRLJPSBLDHEIO-SHYZEUOFSA-N,Deoxyuridine Monophosphate,C9H13N2O8P,329.0154,[M+Na-2H]-,162.1,8,Experimental,CCS Compendium
168,YMDB00221,HMDB01409,JSRLJPSBLDHEIO-SHYZEUOFSA-N,Deoxyuridine Monophosphate,C9H13N2O8P,329.0154,[M+Na-2H]-,171.9,8,Experimental,CCS Compendium
169,YMDB00221,HMDB01409,JSRLJPSBLDHEIO-SHYZEUOFSA-N,Deoxyuridine Monophosphate,C9H13N2O8P,307.033,[M-H]-,159.2,8,Experimental,CCS Compendium
170,YMDB00221,HMDB01409,JSRLJPSBLDHEIO-SHYZEUOFSA-N,Deoxyuridine Monophosphate,C9H13N2O8P,331.0292,[M+Na]+,168.1,8,Experimental,CCS Compendium
171,YMDB00223,HMDB01321,NGHMDNPXVRFFGS-IUYQGCFVSA-N,D-Erythrose-4-phosphate,C4H9O7P,199.0008,[M-H]-,148.7,7,Experimental,CCS Compendium
172,YMDB00223,HMDB01321,NGHMDNPXVRFFGS-IUYQGCFVSA-N,D-Erythrose-4-phosphate,C4H9O7P,222.9984,[M+Na]+,152.9,7,Experimental,CCS Compendium
173,YMDB00224,HMDB01488,PVNIIMVLHYAWGP-UHFFFAOYSA-N,Nicotinate,C6H5NO2,122.0271,[M-H]-,121.3,8,Experimental,CCS Compendium
174,YMDB00224,HMDB01488,PVNIIMVLHYAWGP-UHFFFAOYSA-N,Nicotinate,C6H5NO2,124.0407,[M+H]+,123.9,8,Experimental,CCS Compendium
175,YMDB00226,HMDB00168,DCXYFEDJOCDNAF-REOHCLBHSA-N,L-Asparagine,C4H8N2O3,133.0613,[M+H]+,130.7,7,Experimental,CCS Compendium
176,YMDB00226,HMDB00168,DCXYFEDJOCDNAF-REOHCLBHSA-N,L-Asparagine,C4H8N2O3,131.0467,[M-H]-,124.2,"7, 8",Experimental,CCS Compendium
177,YMDB00226,HMDB00168,DCXYFEDJOCDNAF-REOHCLBHSA-N,L-Asparagine,C4H8N2O3,155.0421,[M+Na]+,129.3,"7, 8",Experimental,CCS Compendium
178,YMDB00227,HMDB00097,OEYIOHPDSNJKLS-UHFFFAOYSA-N,Choline,C5H14NO,104.1075,[M+]+,117.9,"7, 8",Experimental,CCS Compendium
179,YMDB00231,HMDB01256,PFNFFQXMRSDOHW-UHFFFAOYSA-N,Spermine,C10H26N4,203.2231,[M+H]+,148.6,8,Experimental,CCS Compendium
180,YMDB00231,HMDB01256,PFNFFQXMRSDOHW-UHFFFAOYSA-N,Spermine,C10H26N4,225.2045,[M+Na]+,151.4,8,Experimental,CCS Compendium
181,YMDB00232,HMDB01257,ATHGHQPFGPMSJY-UHFFFAOYSA-N,Spermidine,C7H19N3,146.1653,[M+H]+,131.3,8,Experimental,CCS Compendium
182,YMDB00232,HMDB01257,ATHGHQPFGPMSJY-UHFFFAOYSA-N,Spermidine,C7H19N3,168.1472,[M+Na]+,136.2,8,Experimental,CCS Compendium
183,YMDB00245,HMDB00099,ILRYLPWNYFXEMH-WHFBIAKZSA-N,L-Cystathionine,C7H14N2O4S,243.042,[M+Na-2H]-,144.8,8,Experimental,CCS Compendium
184,YMDB00245,HMDB00099,ILRYLPWNYFXEMH-WHFBIAKZSA-N,L-Cystathionine,C7H14N2O4S,221.0598,[M-H]-,142.1,8,Experimental,CCS Compendium
185,YMDB00245,HMDB00099,ILRYLPWNYFXEMH-WHFBIAKZSA-N,L-Cystathionine,C7H14N2O4S,223.0732,[M+H]+,147.4,8,Experimental,CCS Compendium
186,YMDB00245,HMDB00099,ILRYLPWNYFXEMH-WHFBIAKZSA-N,L-Cystathionine,C7H14N2O4S,245.0543,[M+Na]+,147.2,8,Experimental,CCS Compendium
187,YMDB00253,HMDB00283,HMFHBZSHGGEWLO-SOOFDHNKSA-N,D-(-)-Ribose,C5H10O5,173.0426,[M+Na]+,135.8,"7, 8",Experimental,CCS Compendium
188,YMDB00254,HMDB01476,WJXSWCUQABXPFS-UHFFFAOYSA-N,3-Hydroxyanthranilate,C7H7NO3,152.0363,[M-H]-,128.4,8,Experimental,CCS Compendium
189,YMDB00254,HMDB01476,WJXSWCUQABXPFS-UHFFFAOYSA-N,3-Hydroxyanthranilate,C7H7NO3,154.0493,[M+H]+,131.3,8,Experimental,CCS Compendium
190,YMDB00261,HMDB01397,RQFCJASXJCIDSX-UUOKFMHZSA-N,Guanosine-5'-monophosphate,C10H14N5O8P,362.0504,[M-H]-,169.4,8,Experimental,CCS Compendium
191,YMDB00261,HMDB01397,RQFCJASXJCIDSX-UUOKFMHZSA-N,Guanosine-5'-monophosphate,C10H14N5O8P,384.0332,[M+Na-2H]-,172.2,8,Experimental,CCS Compendium
192,YMDB00261,HMDB01397,RQFCJASXJCIDSX-UUOKFMHZSA-N,Guanosine-5'-monophosphate,C10H14N5O8P,364.064,[M+H]+,179.6,8,Experimental,CCS Compendium
193,YMDB00261,HMDB01397,RQFCJASXJCIDSX-UUOKFMHZSA-N,Guanosine-5'-monophosphate,C10H14N5O8P,386.0452,[M+Na]+,174.3,8,Experimental,CCS Compendium
194,YMDB00263,HMDB00292,LRFVTYWOQMYALW-UHFFFAOYSA-N,Xanthine,C5H4N4O2,175.0232,[M+Na]+,151.7,7,Experimental,CCS Compendium
195,YMDB00263,HMDB00292,LRFVTYWOQMYALW-UHFFFAOYSA-N,Xanthine,C5H4N4O2,151.0277,[M-H]-,122.2,"7, 8",Experimental,CCS Compendium
196,YMDB00263,HMDB00292,LRFVTYWOQMYALW-UHFFFAOYSA-N,Xanthine,C5H4N4O2,153.0402,[M+H]+,132.9,"7, 8",Experimental,CCS Compendium
197,YMDB00266,HMDB01285,GVVPGTZRZFNKDS-JXMROGBWSA-N,Geranyl Diphosphate,C10H20O7P2,335.0431,[M+Na-2H]-,173.8,8,Experimental,CCS Compendium
198,YMDB00266,HMDB01285,GVVPGTZRZFNKDS-JXMROGBWSA-N,Geranyl Diphosphate,C10H20O7P2,313.0602,[M-H]-,167.5,8,Experimental,CCS Compendium
201,YMDB00271,HMDB00148,WHUUTDBJXJRKMK-VKHMYHEASA-N,L-Glutamic Acid,C5H9NO4,146.0459,[M-H]-,125.1,6,Experimental,CCS Compendium
202,YMDB00271,HMDB00148,WHUUTDBJXJRKMK-VKHMYHEASA-N,L-Glutamic Acid,C5H9NO4,170.0429,[M+Na]+,142.4,7,Experimental,CCS Compendium
203,YMDB00271,HMDB00148,WHUUTDBJXJRKMK-VKHMYHEASA-N,L-Glutamic Acid,C5H9NO4,168.0289,[M+Na-2H]-,132.0,8,Experimental,CCS Compendium
204,YMDB00271,HMDB00148,WHUUTDBJXJRKMK-VKHMYHEASA-N,L-Glutamic Acid,C5H9NO4,186.016,[M+K]+,149.3,8,Experimental,CCS Compendium
205,YMDB00271,HMDB00148,WHUUTDBJXJRKMK-VKHMYHEASA-N,L-Glutamic Acid,C5H9NO4,146.0473,[M-H]-,125.2,"7, 8",Experimental,CCS Compendium
206,YMDB00271,HMDB00148,WHUUTDBJXJRKMK-VKHMYHEASA-N,L-Glutamic Acid,C5H9NO4,148.0599,[M+H]+,130.9,"7, 8",Experimental,CCS Compendium
207,YMDB00273,HMDB03345,WQZGKKKJIJFFOK-DVKNGEFBSA-N,alpha-D-Glucose,C6H12O6,203.0526,[M+Na]+,147.1,6,Experimental,CCS Compendium
208,YMDB00273,HMDB03345,WQZGKKKJIJFFOK-DVKNGEFBSA-N,alpha-D-Glucose,C6H12O6,203.0533,[M+Na]+,146.5,8,Experimental,CCS Compendium
209,YMDB00274,HMDB01406,DFPAKSUCGFBDDF-UHFFFAOYSA-N,Nicotinamide,C6H6N2O,145.0368,[M+Na]+,136.4,8,Experimental,CCS Compendium
210,YMDB00274,HMDB01406,DFPAKSUCGFBDDF-UHFFFAOYSA-N,Nicotinamide,C6H6N2O,123.0557,[M+H]+,126.7,"7, 8",Experimental,CCS Compendium
211,YMDB00278,HMDB01123,RWZYAGGXGHYGMB-UHFFFAOYSA-N,Anthranilate,C7H7NO2,136.0416,[M-H]-,126.1,8,Experimental,CCS Compendium
212,YMDB00279,HMDB00082,PCDQPRRSZKQHHS-XVFCMESISA-N,Cytidine-5'-triphosphate,C9H16N3O14P3,503.9591,[M+Na-2H]-,185.0,8,Experimental,CCS Compendium
213,YMDB00279,HMDB00082,PCDQPRRSZKQHHS-XVFCMESISA-N,Cytidine-5'-triphosphate,C9H16N3O14P3,481.9774,[M-H]-,181.1,8,Experimental,CCS Compendium
214,YMDB00279,HMDB00082,PCDQPRRSZKQHHS-XVFCMESISA-N,Cytidine-5'-triphosphate,C9H16N3O14P3,483.9927,[M+H]+,188.5,8,Experimental,CCS Compendium
215,YMDB00279,HMDB00082,PCDQPRRSZKQHHS-XVFCMESISA-N,Cytidine-5'-triphosphate,C9H16N3O14P3,505.974,[M+Na]+,197.2,"7, 8",Experimental,CCS Compendium
216,YMDB00282,HMDB00030,YBJHBAHKTGYVGT-ZKWXMUAHSA-N,D-Biotin,C10H16N2O3S,265.062,[M+Na-2H]-,152.9,8,Experimental,CCS Compendium
217,YMDB00282,HMDB00030,YBJHBAHKTGYVGT-ZKWXMUAHSA-N,D-Biotin,C10H16N2O3S,283.0494,[M+K]+,160.6,8,Experimental,CCS Compendium
218,YMDB00282,HMDB00030,YBJHBAHKTGYVGT-ZKWXMUAHSA-N,D-Biotin,C10H16N2O3S,243.0835,[M-H]-,157.1,"7, 8",Experimental,CCS Compendium
219,YMDB00282,HMDB00030,YBJHBAHKTGYVGT-ZKWXMUAHSA-N,D-Biotin,C10H16N2O3S,245.0959,[M+H]+,151.4,"7, 8",Experimental,CCS Compendium
220,YMDB00282,HMDB00030,YBJHBAHKTGYVGT-ZKWXMUAHSA-N,D-Biotin,C10H16N2O3S,267.0787,[M+Na]+,161.6,"7, 8",Experimental,CCS Compendium
221,YMDB00289,HMDB01554,DCTLYFZHFGENCW-UUOKFMHZSA-N,Xanthosine Monophosphate,C10H13N4O9P,385.0171,[M+Na-2H]-,171.0,8,Experimental,CCS Compendium
222,YMDB00289,HMDB01554,DCTLYFZHFGENCW-UUOKFMHZSA-N,Xanthosine Monophosphate,C10H13N4O9P,363.0352,[M-H]-,166.2,8,Experimental,CCS Compendium
223,YMDB00289,HMDB01554,DCTLYFZHFGENCW-UUOKFMHZSA-N,Xanthosine Monophosphate,C10H13N4O9P,365.0477,[M+H]+,175.5,8,Experimental,CCS Compendium
224,YMDB00289,HMDB01554,DCTLYFZHFGENCW-UUOKFMHZSA-N,Xanthosine Monophosphate,C10H13N4O9P,387.0293,[M+Na]+,176.6,8,Experimental,CCS Compendium
225,YMDB00295,HMDB04041,AYFVYJQAPQTCCC-HRFVKAFMSA-N,allo-Threonine,C4H9NO3,118.0515,[M-H]-,119.7,8,Experimental,CCS Compendium
226,YMDB00296,HMDB01248,VWWQXMAJTJZDQX-UYBVJOGSSA-N,Flavin Adenine Dinucleotide,C27H33N9O15P2,806.1285,[M+Na-2H]-,256.2,8,Experimental,CCS Compendium
227,YMDB00296,HMDB01248,VWWQXMAJTJZDQX-UYBVJOGSSA-N,Flavin Adenine Dinucleotide,C27H33N9O15P2,784.1493,[M-H]-,238.5,8,Experimental,CCS Compendium
228,YMDB00296,HMDB01248,VWWQXMAJTJZDQX-UYBVJOGSSA-N,Flavin Adenine Dinucleotide,C27H33N9O15P2,786.1609,[M+H]+,249.2,8,Experimental,CCS Compendium
229,YMDB00296,HMDB01248,VWWQXMAJTJZDQX-UYBVJOGSSA-N,Flavin Adenine Dinucleotide,C27H33N9O15P2,808.1427,[M+Na]+,250.5,8,Experimental,CCS Compendium
230,YMDB00304,HMDB00159,COLNVLDHVKWLRT-QMMMGPOBSA-N,L-Phenylalanine,C9H11NO2,164.0717,[M-H]-,140.6,6,Experimental,CCS Compendium
231,YMDB00304,HMDB00159,COLNVLDHVKWLRT-QMMMGPOBSA-N,L-Phenylalanine,C9H11NO2,166.0863,[M+H]+,140.8,6,Experimental,CCS Compendium
232,YMDB00304,HMDB00159,COLNVLDHVKWLRT-QMMMGPOBSA-N,L-Phenylalanine,C9H11NO2,164.0712,[M-H]-,140.1,"7, 8",Experimental,CCS Compendium
233,YMDB00304,HMDB00159,COLNVLDHVKWLRT-QMMMGPOBSA-N,L-Phenylalanine,C9H11NO2,166.0868,[M+H]+,140.1,"7, 8",Experimental,CCS Compendium
234,YMDB00304,HMDB00159,COLNVLDHVKWLRT-QMMMGPOBSA-N,L-Phenylalanine,C9H11NO2,188.0687,[M+Na]+,138.2,"7, 8",Experimental,CCS Compendium
235,YMDB00307,HMDB00295,XCCTYIAWTASOJW-XVFCMESISA-N,Uridine-5'-diphosphate,C9H14N2O12P2,424.9773,[M+Na-2H]-,178.7,8,Experimental,CCS Compendium
236,YMDB00307,HMDB00295,XCCTYIAWTASOJW-XVFCMESISA-N,Uridine-5'-diphosphate,C9H14N2O12P2,402.9956,[M-H]-,172.9,8,Experimental,CCS Compendium
237,YMDB00307,HMDB00295,XCCTYIAWTASOJW-XVFCMESISA-N,Uridine-5'-diphosphate,C9H14N2O12P2,405.0095,[M+H]+,176.5,8,Experimental,CCS Compendium
238,YMDB00307,HMDB00295,XCCTYIAWTASOJW-XVFCMESISA-N,Uridine-5'-diphosphate,C9H14N2O12P2,426.9909,[M+Na]+,178.1,8,Experimental,CCS Compendium
239,YMDB00307,HMDB00295,XCCTYIAWTASOJW-XVFCMESISA-N,Uridine-5'-diphosphate,C9H14N2O12P2,426.9909,[M+Na]+,181.7,8,Experimental,CCS Compendium
240,YMDB00316,HMDB01232,BTJIUGUIPKRLHP-UHFFFAOYSA-N,p-Nitrophenol,C6H5NO3,138.0192,[M-H]-,119.8,13,Experimental,CCS Compendium
241,YMDB00318,HMDB00696,FFEARJCKVFRZRR-BYPYZUCNSA-N,L-Methionine,C5H11NO2S,150.0583,[M+H]+,133.6,6,Experimental,CCS Compendium
242,YMDB00318,HMDB00696,FFEARJCKVFRZRR-BYPYZUCNSA-N,L-Methionine,C5H11NO2S,148.0432,[M-H]-,140.5,"7, 8",Experimental,CCS Compendium
243,YMDB00318,HMDB00696,FFEARJCKVFRZRR-BYPYZUCNSA-N,L-Methionine,C5H11NO2S,150.0589,[M+H]+,132.9,"7, 8",Experimental,CCS Compendium
244,YMDB00322,HMDB01473,GNGACRATGGDKBX-UHFFFAOYSA-N,Dihydroxyacetone Phosphate,C3H7O6P,192.9878,[M+Na]+,143.2,7,Experimental,CCS Compendium
245,YMDB00326,HMDB00285,PGAVKCOVUIYSFO-XVFCMESISA-N,Uridine-5'-triphosphate,C9H15N2O15P3,504.9426,[M+Na-2H]-,190.2,8,Experimental,CCS Compendium
246,YMDB00326,HMDB00285,PGAVKCOVUIYSFO-XVFCMESISA-N,Uridine-5'-triphosphate,C9H15N2O15P3,482.9623,[M-H]-,180.1,8,Experimental,CCS Compendium
247,YMDB00326,HMDB00285,PGAVKCOVUIYSFO-XVFCMESISA-N,Uridine-5'-triphosphate,C9H15N2O15P3,484.9755,[M+H]+,186.9,8,Experimental,CCS Compendium
248,YMDB00326,HMDB00285,PGAVKCOVUIYSFO-XVFCMESISA-N,Uridine-5'-triphosphate,C9H15N2O15P3,506.9545,[M+Na]+,188.5,8,Experimental,CCS Compendium
249,YMDB00327,HMDB00269,OTKJDMGTUTTYMP-ZWKOTPCHSA-N,Sphinganine,C18H39NO2,302.3046,[M+H]+,188.9,8,Experimental,CCS Compendium
250,YMDB00327,HMDB00269,OTKJDMGTUTTYMP-ZWKOTPCHSA-N,Sphinganine,C18H39NO2,324.2865,[M+Na]+,190.8,8,Experimental,CCS Compendium
251,YMDB00330,HMDB00182,KDXKERNSBIXSRK-YFKPBYRVSA-N,L-Lysine,C6H14N2O2,147.1128,[M+H]+,131.5,6,Experimental,CCS Compendium
252,YMDB00330,HMDB00182,KDXKERNSBIXSRK-YFKPBYRVSA-N,L-Lysine,C6H14N2O2,169.0939,[M+Na]+,135.2,8,Experimental,CCS Compendium
253,YMDB00330,HMDB00182,KDXKERNSBIXSRK-YFKPBYRVSA-N,L-Lysine,C6H14N2O2,145.0987,[M-H]-,135.9,"7, 8",Experimental,CCS Compendium
254,YMDB00330,HMDB00182,KDXKERNSBIXSRK-YFKPBYRVSA-N,L-Lysine,C6H14N2O2,147.1123,[M+H]+,131.1,"7, 8",Experimental,CCS Compendium
255,YMDB00338,HMDB00254,KDYFGRWQOYBRFD-UHFFFAOYSA-N,Succinic acid,C4H6O4,119.0344,[M+H]+,121.9,7,Experimental,CCS Compendium
256,YMDB00338,HMDB00254,KDYFGRWQOYBRFD-UHFFFAOYSA-N,Succinic acid,C4H6O4,117.0198,[M-H]-,119.1,"7, 8",Experimental,CCS Compendium
257,YMDB00340,HMDB00072,GTZCVFVGUGFEME-HNQUOIGGSA-N,trans-Aconitic Acid,C6H6O6,173.0086,[M-H]-,131.4,7,Experimental,CCS Compendium
258,YMDB00340,HMDB00072,GTZCVFVGUGFEME-HNQUOIGGSA-N,trans-Aconitic Acid,C6H6O6,175.0243,[M+H]+,152.0,7,Experimental,CCS Compendium
259,YMDB00340,HMDB00072,GTZCVFVGUGFEME-HNQUOIGGSA-N,trans-Aconitic Acid,C6H6O6,197.0062,[M+Na]+,148.2,7,Experimental,CCS Compendium
260,YMDB00348,HMDB00699,LDHMAVIPBRSVRG-UHFFFAOYSA-O,1-Methylnicotinamide,C7H9N2O,137.0712,[M+]+,126.1,8,Experimental,CCS Compendium
261,YMDB00351,HMDB00201,RDHQFKQIGNGIED-UHFFFAOYSA-N,O-Acetylcarnitine,C9H17NO4,204.1222,[M+H]+,143.5,8,Experimental,CCS Compendium
262,YMDB00352,HMDB00175,GRSZFWQUAKGDAV-KQYNXXCUSA-N,Inosine-5'-monophosphate,C10H13N4O8P,369.0228,[M+Na-2H]-,166.6,8,Experimental,CCS Compendium
263,YMDB00352,HMDB00175,GRSZFWQUAKGDAV-KQYNXXCUSA-N,Inosine-5'-monophosphate,C10H13N4O8P,347.0434,[M-H]-,171.4,8,Experimental,CCS Compendium
264,YMDB00352,HMDB00175,GRSZFWQUAKGDAV-KQYNXXCUSA-N,Inosine-5'-monophosphate,C10H13N4O8P,349.0532,[M+H]+,174.9,"7, 8",Experimental,CCS Compendium
265,YMDB00352,HMDB00175,GRSZFWQUAKGDAV-KQYNXXCUSA-N,Inosine-5'-monophosphate,C10H13N4O8P,371.0353,[M+Na]+,171.5,"7, 8",Experimental,CCS Compendium
266,YMDB00354,HMDB01190,WHOOUMGHGSPMGR-UHFFFAOYSA-N,Indoleacetaldehyde,C10H9NO,158.0606,[M-H]-,131.0,8,Experimental,CCS Compendium
267,YMDB00354,HMDB01190,WHOOUMGHGSPMGR-UHFFFAOYSA-N,Indoleacetaldehyde,C10H9NO,160.075,[M+H]+,132.4,8,Experimental,CCS Compendium
268,YMDB00360,HMDB01178,SRNWOUGRCWSEMX-UHFFFAOYSA-N,Adenosine Diphosphate Ribose,C15H23N5O14P2,576.0745,[M-H+H2O]-,204.2,8,Experimental,CCS Compendium
269,YMDB00360,HMDB01178,SRNWOUGRCWSEMX-UHFFFAOYSA-N,Adenosine Diphosphate Ribose,C15H23N5O14P2,580.0461,[M+Na-2H]-,187.8,8,Experimental,CCS Compendium
270,YMDB00360,HMDB01178,SRNWOUGRCWSEMX-UHFFFAOYSA-N,Adenosine Diphosphate Ribose,C15H23N5O14P2,558.0655,[M-H]-,202.1,8,Experimental,CCS Compendium
271,YMDB00360,HMDB01178,SRNWOUGRCWSEMX-UHFFFAOYSA-N,Adenosine Diphosphate Ribose,C15H23N5O14P2,558.0655,[M-H]-,206.8,8,Experimental,CCS Compendium
272,YMDB00360,HMDB01178,SRNWOUGRCWSEMX-UHFFFAOYSA-N,Adenosine Diphosphate Ribose,C15H23N5O14P2,560.0791,[M+H]+,212.5,8,Experimental,CCS Compendium
273,YMDB00360,HMDB01178,SRNWOUGRCWSEMX-UHFFFAOYSA-N,Adenosine Diphosphate Ribose,C15H23N5O14P2,582.0605,[M+Na]+,217.6,8,Experimental,CCS Compendium
274,YMDB00363,HMDB01491,NGVDGCNFYWLIFO-UHFFFAOYSA-N,Pyridoxal-5'-phosphate,C8H10NO6P,246.0173,[M-H]-,150.1,6,Experimental,CCS Compendium
275,YMDB00363,HMDB01491,NGVDGCNFYWLIFO-UHFFFAOYSA-N,Pyridoxal-5'-phosphate,C8H10NO6P,248.0319,[M+H]+,151.7,6,Experimental,CCS Compendium
276,YMDB00363,HMDB01491,NGVDGCNFYWLIFO-UHFFFAOYSA-N,Pyridoxal-5'-phosphate,C8H10NO6P,270.0138,[M+Na]+,161.4,6,Experimental,CCS Compendium
277,YMDB00363,HMDB01491,NGVDGCNFYWLIFO-UHFFFAOYSA-N,Pyridoxal-5'-phosphate,C8H10NO6P,267.9997,[M+Na-2H]-,153.2,8,Experimental,CCS Compendium
278,YMDB00363,HMDB01491,NGVDGCNFYWLIFO-UHFFFAOYSA-N,Pyridoxal-5'-phosphate,C8H10NO6P,246.0174,[M-H]-,149.4,8,Experimental,CCS Compendium
279,YMDB00363,HMDB01491,NGVDGCNFYWLIFO-UHFFFAOYSA-N,Pyridoxal-5'-phosphate,C8H10NO6P,248.0313,[M+H]+,152.4,"7, 8",Experimental,CCS Compendium
